REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"W","F13","MIN_PV",1,2034,506.304895267851
"W","F13","MIN_PV",1,2035,640.59645403861
"W","F13","MIN_PV",1,2036,550.795629117138
"W","F13","MIN_PV",1,2037,668.959144978769
"W","F13","MIN_PV",1,2038,681.285598876013
"W","F13","MIN_PV",1,2039,575.656473239215
"W","F13","MIN_PV",1,2040,582.973707184196
"W","F13","MIN_PV",1,2041,593.415385426028
"W","F13","MIN_PV",1,2042,600.676791989578
"W","F13","MIN_PV",1,2043,611.879849911421
"W","F13","MIN_PV",1,2044,737.272877205857
"W","F13","MIN_PV",1,2045,746.633890791384
"W","F13","MIN_PV",1,2046,643.295103734615
"W","F13","MIN_PV",1,2047,652.070736119431
"W","F13","MIN_PV",1,2048,673.07985683454
"W","F13","MIN_PV",1,2049,780.977965161805
"W","F13","MIN_PV",1,2050,704.607217655048
"W","F14","HYD",1,2019,289.188663990705
"W","F14","HYD",1,2020,518.698397475314
"W","F14","HYD",1,2021,99.1756031699834
"W","F14","HYD",1,2022,86.6812399240274
"W","F14","HYD",1,2023,70.1968609981418
"W","F14","HYD",1,2024,67.3032015527291
"W","F14","HYD",1,2025,79.2615448846791
"W","F14","HYD",1,2026,53.7167648666243
"W","F14","HYD",1,2027,34.8419311885107
"W","F14","HYD",1,2028,20.1612151471551
"W","F14","HYD",1,2029,2.51706271679915
"W","F14","WN",1,2019,32.3987304532428
"W","F14","WN",1,2020,30.778800444055
"W","F14","WN",1,2021,29.2398546320973
"W","F14","WN",1,2022,27.7778546632987
"W","F14","WN",1,2023,26.3889648250113
"W","F14","WN",1,2024,25.069523097235
"W","F14","WN",1,2025,23.8160411526183
"W","F14","WN",1,2026,22.6252477796198
"W","F14","WN",1,2027,21.4939730874096
"W","F14","WN",1,2028,20.4192787753553
"W","F14","WN",1,2029,19.3983133891488
"W","F14","WN",1,2030,18.4283991671301
"W","F14","WN",1,2031,17.506974142738
"W","F14","WN",1,2032,16.6316355676723
"W","F14","WN",1,2033,15.8000530655693
"W","F14","WN",1,2034,15.010041003939
"W","F14","WN",1,2035,14.2595440197777
"W","F14","WN",1,2036,13.5465646476307
"W","F14","WN",1,2037,12.8692356915298
"W","F14","WN",1,2038,12.2257768018308
"W","F14","WN",1,2039,11.6144944752135
"W","F14","WN",1,2040,11.0337675802947
"W","F14","WN",1,2041,10.4820763064025
"W","F14","WN",1,2042,9.95797321480178
"W","F14","WN",1,2043,9.46006876430675
"W","F14","WN",1,2044,8.98707473444319
"W","F14","WN",1,2045,8.5377173791242
"W","F14","WN",1,2046,8.11082427297431
"W","F14","WN",1,2047,7.70529536255484
"W","F14","WN",1,2048,7.3200305944271
"W","F14","WN",1,2049,6.9540167614765
"W","F14","WN",1,2050,6.60632750291255
"W","F14","GS",1,2019,12.610442232
"W","F14","GS",1,2020,12.1060302192
"W","F14","GS",1,2021,169.727937455128
"W","F14","GS",1,2022,169.263090507928
"W","F14","GS",1,2023,168.816805650328
"W","F14","GS",1,2024,168.388373322328
"W","F14","GS",1,2025,167.977083963928
"W","F14","GS",1,2026,167.582256397528
"W","F14","GS",1,2027,167.203209445528
"W","F14","GS",1,2028,168.398800926563
"W","F14","GS",1,2029,169.004505675933
"W","F14","GS",1,2030,145.607269645102
"W","F14","GS",1,2031,157.043111403458
"W","F14","GS",1,2032,167.305502331013
"W","F14","GS",1,2033,175.606865704627
"W","F14","GS",1,2034,167.712449487391
"W","F14","GS",1,2035,149.152697533792
"W","F14","GS",1,2036,141.664764227551
"W","F14","GS",1,2037,143.599442264024
"W","F14","GS",1,2038,143.013987078221
"W","F14","GS",1,2039,145.051011464113
"W","F14","GS",1,2040,147.031519209776
"W","F14","GS",1,2041,146.577974335539
"W","F14","GS",1,2042,148.518146524194
"W","F14","GS",1,2043,146.555638908261
"W","F14","GS",1,2044,147.283917366757
"W","F14","GS",1,2045,140.907442893918
"W","F14","GS",1,2046,142.68129331313
"W","F14","GS",1,2047,143.01370136337
"W","F14","GS",1,2048,131.294621687774
"W","F14","GS",1,2049,118.361062308016
"W","F14","GS",1,2050,118.117063511789
"W","F14","CL",1,2019,221.0207571631
"W","F14","PV",1,2019,0.0367334964621144
"W","F14","PV",1,2020,0.0348497274127752
"W","F14","PV",1,2021,269.837433139245
"W","F14","PV",1,2022,291.242920787463
"W","F14","PV",1,2023,318.506141959518
"W","F14","PV",1,2024,331.269663306724
"W","F14","PV",1,2025,331.268156291484
"W","F14","PV",1,2026,371.208333151345
"W","F14","PV",1,2027,399.91562906816
"W","F14","PV",1,2028,421.449191071615
"W","F14","PV",1,2029,446.52448469062
"W","F14","PV",1,2030,482.868548614513
"W","F14","PV",1,2031,482.867418353084
"W","F14","PV",1,2032,482.866476468559
"W","F14","PV",1,2033,482.865553421725
"W","F14","PV",1,2034,497.933800941429
"W","F14","PV",1,2035,525.376572080389
"W","F14","PV",1,2036,541.68893824961
"W","F14","PV",1,2037,548.637851856718
"W","F14","PV",1,2038,558.747227351404
"W","F14","PV",1,2039,566.138740580218
"W","F14","PV",1,2040,573.334993558721
"W","F14","PV",1,2041,583.604032202742
"W","F14","PV",1,2042,590.74538083311
"W","F14","PV",1,2043,601.763210732303
"W","F14","PV",1,2044,610.065344031094
"W","F14","PV",1,2045,625.448593692017
"W","F14","PV",1,2046,632.659054106378
"W","F14","PV",1,2047,641.289592799323
"W","F14","PV",1,2048,661.951354970469
"W","F14","PV",1,2049,683.808346015944
"W","F14","PV",1,2050,692.957451798157
"W","F14","MIN_HYD",1,2019,289.188663990705
"W","F14","MIN_HYD",1,2020,524.274142464
"W","F14","MIN_HYD",1,2021,418.432319913326
"W","F14","MIN_HYD",1,2022,428.100953662553
"W","F14","MIN_HYD",1,2023,70.1968609981419
"W","F14","MIN_HYD",1,2024,437.481616108567
"W","F14","MIN_HYD",1,2025,463.584091968261
"W","F14","MIN_HYD",1,2026,479.213516742869
"W","F14","MIN_HYD",1,2027,489.878780092163
"W","F14","MIN_HYD",1,2028,497.447901821528
"W","F14","MIN_HYD",1,2029,505.586222238266
"W","F14","MIN_HYD",1,2030,515.599350181582
"W","F14","MIN_HYD",1,2032,518.838016792297
"W","F14","MIN_HYD",1,2033,520.06709449261
"W","F14","MIN_HYD",1,2035,500.661332733447
"W","F14","MIN_HYD",1,2036,489.266842611473
"W","F14","MIN_HYD",1,2038,476.498348567552
"W","F14","MIN_HYD",1,2039,520.41028284276
"W","F14","MIN_HYD",1,2040,505.690893715858
"W","F14","MIN_HYD",1,2041,501.45510245764
"W","F14","MIN_HYD",1,2042,526.201928051863
"W","F14","MIN_HYD",1,2043,494.956179207725
"W","F14","MIN_HYD",1,2044,558.963742464
"W","F14","MIN_HYD",1,2045,557.769002105447
"W","F14","MIN_HYD",1,2046,532.625243424454
"W","F14","MIN_HYD",1,2047,557.217610572705
"W","F14","MIN_HYD",1,2048,444.827584051447
"W","F14","MIN_HYD",1,2050,558.963742464
"W","F14","MIN_WN",1,2019,38.3854302905966
"W","F14","MIN_WN",1,2020,30.778800444055
"W","F14","MIN_WN",1,2021,34.6428513088607
"W","F14","MIN_WN",1,2022,27.7778546632987
"W","F14","MIN_WN",1,2023,26.3889648250113
"W","F14","MIN_WN",1,2024,25.069523097235
"W","F14","MIN_WN",1,2025,23.8160411526183
"W","F14","MIN_WN",1,2026,22.6252477796198
"W","F14","MIN_WN",1,2027,21.4939730874096
"W","F14","MIN_WN",1,2028,20.4192787753553
"W","F14","MIN_WN",1,2029,19.3983133891488
"W","F14","MIN_WN",1,2030,18.4283991671301
"W","F14","MIN_WN",1,2031,17.506974142738
"W","F14","MIN_WN",1,2032,16.6316355676723
"W","F14","MIN_WN",1,2033,15.8000530655693
"W","F14","MIN_WN",1,2034,15.010041003939
"W","F14","MIN_WN",1,2035,14.2595440197777
"W","F14","MIN_WN",1,2036,13.5465646476307
"W","F14","MIN_WN",1,2037,12.8692356915298
"W","F14","MIN_WN",1,2038,12.2257768018308
"W","F14","MIN_WN",1,2039,13.7606431425527
"W","F14","MIN_WN",1,2040,11.0337675802947
"W","F14","MIN_WN",1,2041,10.4820763064025
"W","F14","MIN_WN",1,2042,9.95797321480178
"W","F14","MIN_WN",1,2043,9.46006876430675
"W","F14","MIN_WN",1,2044,10.6477237197059
"W","F14","MIN_WN",1,2045,8.5377173791242
"W","F14","MIN_WN",1,2046,8.11082427297431
"W","F14","MIN_WN",1,2047,7.70529536255484
"W","F14","MIN_WN",1,2048,7.3200305944271
"W","F14","MIN_WN",1,2049,6.9540167614765
"W","F14","MIN_WN",1,2050,6.60632750291255
"W","F14","MIN_GS",1,2019,122.21770387132
"W","F14","MIN_GS",1,2020,116.650248329893
"W","F14","MIN_GS",1,2021,1625.93302367536
"W","F14","MIN_GS",1,2022,1611.98913274554
"W","F14","MIN_GS",1,2023,1598.27310749448
"W","F14","MIN_GS",1,2024,1584.77514770997
"W","F14","MIN_GS",1,2025,1571.48561232224
"W","F14","MIN_GS",1,2026,1558.39528283742
"W","F14","MIN_GS",1,2027,1545.49509421195
"W","F14","MIN_GS",1,2028,1547.10384105984
"W","F14","MIN_GS",1,2029,1543.19221314978
"W","F14","MIN_GS",1,2030,1321.3859720293
"W","F14","MIN_GS",1,2031,1643.76075631862
"W","F14","MIN_GS",1,2032,1518.29743365394
"W","F14","MIN_GS",1,2033,1593.63230626949
"W","F14","MIN_GS",1,2034,1521.99047909807
"W","F14","MIN_GS",1,2035,1353.56073011916
"W","F14","MIN_GS",1,2036,1795.5879330161
"W","F14","MIN_GS",1,2037,1303.16493854601
"W","F14","MIN_GS",1,2038,1297.85193273486
"W","F14","MIN_GS",1,2039,1914.27324674321
"W","F14","MIN_GS",1,2040,1940.07498099002
"W","F14","MIN_GS",1,2041,1330.19511709502
"W","F14","MIN_GS",1,2042,1347.80217970706
"W","F14","MIN_GS",1,2043,2164.23491959253
"W","F14","MIN_GS",1,2044,1336.60155010332
"W","F14","MIN_GS",1,2045,1278.73504426231
"W","F14","MIN_GS",1,2046,1294.83273681665
"W","F14","MIN_GS",1,2047,1297.84933987259
"W","F14","MIN_GS",1,2048,1191.49869181655
"W","F14","MIN_GS",1,2049,1074.12664044524
"W","F14","MIN_GS",1,2050,1071.91235136949
"W","F14","MIN_CL",1,2019,1942.14096755446
"W","F14","MIN_CL",1,2039,1040.60741228626
"W","F14","MIN_CL",1,2040,927.507745068825
"W","F14","MIN_PV",1,2019,0.0447894878237352
"W","F14","MIN_PV",1,2020,0.0348497274127752
"W","F14","MIN_PV",1,2021,269.837433139245
"W","F14","MIN_PV",1,2022,355.115154034217
"W","F14","MIN_PV",1,2023,388.357448678861
"W","F14","MIN_PV",1,2024,403.920126861654
"W","F14","MIN_PV",1,2025,331.268156291484
"W","F14","MIN_PV",1,2026,371.208333151345
"W","F14","MIN_PV",1,2027,399.91562906816
"W","F14","MIN_PV",1,2028,513.876848921629
"W","F14","MIN_PV",1,2029,544.451383512512
"W","F14","MIN_PV",1,2030,588.766032684642
"W","F14","MIN_PV",1,2031,482.867418353084
"W","F14","MIN_PV",1,2032,588.763506098149
"W","F14","MIN_PV",1,2033,588.762380618712
"W","F14","MIN_PV",1,2034,497.933800941429
"W","F14","MIN_PV",1,2035,640.59645403861
"W","F14","MIN_PV",1,2036,660.486271134191
"W","F14","MIN_PV",1,2037,548.637851856718
"W","F14","MIN_PV",1,2038,681.285598876013
"W","F14","MIN_PV",1,2039,566.138740580218
"W","F14","MIN_PV",1,2040,699.072595482556
"W","F14","MIN_PV",1,2041,583.604032202742
"W","F14","MIN_PV",1,2042,590.74538083311
"W","F14","MIN_PV",1,2043,601.763210732303
"W","F14","MIN_PV",1,2044,737.272877205857
"W","F14","MIN_PV",1,2045,746.633890791384
"W","F14","MIN_PV",1,2046,632.659054106378
"W","F14","MIN_PV",1,2047,641.289592799323
"W","F14","MIN_PV",1,2048,661.951354970469
"W","F14","MIN_PV",1,2049,780.977965161805
"W","F14","MIN_PV",1,2050,692.957451798157
"W","F15","HYD",1,2019,289.188663990705
"W","F15","HYD",1,2020,512.452736605332
"W","F15","HYD",1,2021,112.567126571012
"W","F15","HYD",1,2022,101.566363206133
"W","F15","HYD",1,2023,86.9816380795918
"W","F15","HYD",1,2024,84.9375709567164
"W","F15","HYD",1,2025,96.7895787103203
"W","F15","HYD",1,2026,74.0270990843834
"W","F15","HYD",1,2027,57.1629432804793
"W","F15","HYD",1,2028,43.9835290381778
"W","F15","HYD",1,2029,28.0985715541845
"W","F15","HYD",1,2030,3.41660794902216
"W","F15","HYD",1,2031,3.93889287218211
"W","F15","HYD",1,2032,4.40633853092105
"W","F15","HYD",1,2033,4.77594421857001
"W","F15","WN",1,2019,32.5462815378431
"W","F15","WN",1,2020,30.918974004089
"W","F15","WN",1,2021,29.3730194877618
"W","F15","WN",1,2022,27.9043612432202
"W","F15","WN",1,2023,26.5091460891206
"W","F15","WN",1,2024,25.1836953278027
"W","F15","WN",1,2025,23.9245047452898
"W","F15","WN",1,2026,22.7282882322095
"W","F15","WN",1,2027,21.5918614613381
"W","F15","WN",1,2028,20.5122727503633
"W","F15","WN",1,2029,19.4866576588144
"W","F15","WN",1,2030,18.5123262299044
"W","F15","WN",1,2031,17.5867048293017
"W","F15","WN",1,2032,16.7073797660515
"W","F15","WN",1,2033,15.8720100507336
"W","F15","WN",1,2034,15.0784000969974
"W","F15","WN",1,2035,14.324485181255
"W","F15","WN",1,2036,13.6082587411462
"W","F15","WN",1,2037,12.9278450770735
"W","F15","WN",1,2038,12.2814557312812
"W","F15","WN",1,2039,11.6673894878553
"W","F15","WN",1,2040,11.0840178324165
"W","F15","WN",1,2041,10.5298140327343
"W","F15","WN",1,2042,10.0033240581129
"W","F15","WN",1,2043,9.50315203908448
"W","F15","WN",1,2044,9.02800388832977
"W","F15","WN",1,2045,8.57660005883655
"W","F15","WN",1,2046,8.14776278574124
"W","F15","WN",1,2047,7.74038700571509
"W","F15","WN",1,2048,7.35336765542934
"W","F15","WN",1,2049,6.98568691339696
"W","F15","WN",1,2050,6.63641419997268
"W","F15","GS",1,2019,12.610442232
"W","F15","GS",1,2020,12.1060302192
"W","F15","GS",1,2021,169.727937455128
"W","F15","GS",1,2022,169.263090507928
"W","F15","GS",1,2023,168.816805650328
"W","F15","GS",1,2024,168.388373322328
"W","F15","GS",1,2025,167.977083963928
"W","F15","GS",1,2026,167.582256397528
"W","F15","GS",1,2027,167.203209445528
"W","F15","GS",1,2028,168.398800926563
"W","F15","GS",1,2029,169.004505675933
"W","F15","GS",1,2030,170.327331304614
"W","F15","GS",1,2031,181.130661853292
"W","F15","GS",1,2032,190.827443614288
"W","F15","GS",1,2033,198.681691501173
"W","F15","GS",1,2034,196.597581972834
"W","F15","GS",1,2035,179.956507936288
"W","F15","GS",1,2036,173.574635038183
"W","F15","GS",1,2037,175.930516541322
"W","F15","GS",1,2038,175.989536213152
"W","F15","GS",1,2039,178.473134241022
"W","F15","GS",1,2040,180.888225688324
"W","F15","GS",1,2041,181.086226260991
"W","F15","GS",1,2042,183.457135465794
"W","F15","GS",1,2043,182.208283091445
"W","F15","GS",1,2044,183.451819376975
"W","F15","GS",1,2045,178.107515964918
"W","F15","GS",1,2046,180.316706814455
"W","F15","GS",1,2047,181.188043642414
"W","F15","GS",1,2048,170.886248636662
"W","F15","GS",1,2049,159.457154736014
"W","F15","GS",1,2050,159.789683979783
"W","F15","CL",1,2019,214.837056153038
"W","F15","PV",1,2019,0.0340514356465296
"W","F15","PV",1,2020,0.0323052081774768
"W","F15","PV",1,2021,250.135513210464
"W","F15","PV",1,2022,269.978099823138
"W","F15","PV",1,2023,295.250723196054
"W","F15","PV",1,2024,307.08232834221
"W","F15","PV",1,2025,307.080931360235
"W","F15","PV",1,2026,344.104914728037
"W","F15","PV",1,2027,370.716175121001
"W","F15","PV",1,2028,390.677484863389
"W","F15","PV",1,2029,413.921930103335
"W","F15","PV",1,2030,447.612367252824
"W","F15","PV",1,2031,447.611319516342
"W","F15","PV",1,2032,447.610446402608
"W","F15","PV",1,2033,447.609590751148
"W","F15","PV",1,2034,461.577644711173
"W","F15","PV",1,2035,487.016708383331
"W","F15","PV",1,2036,502.138042869601
"W","F15","PV",1,2037,508.57958825175
"W","F15","PV",1,2038,517.950837444948
"W","F15","PV",1,2039,524.802666464301
"W","F15","PV",1,2040,531.473491972196
"W","F15","PV",1,2041,540.992746663871
"W","F15","PV",1,2042,547.612676611656
"W","F15","PV",1,2043,557.826050287199
"W","F15","PV",1,2044,565.522011330391
"W","F15","PV",1,2045,579.782067854106
"W","F15","PV",1,2046,586.466063455632
"W","F15","PV",1,2047,594.466451689864
"W","F15","PV",1,2048,613.619615223869
"W","F15","PV",1,2049,633.880739148715
"W","F15","PV",1,2050,642.361831796337
"W","F15","MIN_HYD",1,2019,289.188663990705
"W","F15","MIN_HYD",1,2020,524.274142464
"W","F15","MIN_HYD",1,2021,418.432319913326
"W","F15","MIN_HYD",1,2022,428.100953662553
"W","F15","MIN_HYD",1,2023,439.800245462629
"W","F15","MIN_HYD",1,2024,437.481616108567
"W","F15","MIN_HYD",1,2025,463.584091968261
"W","F15","MIN_HYD",1,2026,479.213516742869
"W","F15","MIN_HYD",1,2027,489.878780092163
"W","F15","MIN_HYD",1,2028,497.447901821528
"W","F15","MIN_HYD",1,2029,505.586222238266
"W","F15","MIN_HYD",1,2030,515.599350181582
"W","F15","MIN_HYD",1,2031,517.307016892319
"W","F15","MIN_HYD",1,2032,518.838016792297
"W","F15","MIN_HYD",1,2033,520.06709449261
"W","F15","MIN_HYD",1,2034,507.755812220669
"W","F15","MIN_HYD",1,2035,500.661332733447
"W","F15","MIN_HYD",1,2036,489.266842611473
"W","F15","MIN_HYD",1,2037,514.17898746209
"W","F15","MIN_HYD",1,2038,476.498348567552
"W","F15","MIN_HYD",1,2039,520.41028284276
"W","F15","MIN_HYD",1,2040,505.690893715858
"W","F15","MIN_HYD",1,2041,501.45510245764
"W","F15","MIN_HYD",1,2044,558.963742464
"W","F15","MIN_HYD",1,2045,557.769002105447
"W","F15","MIN_HYD",1,2046,532.625243424454
"W","F15","MIN_HYD",1,2047,557.217610572705
"W","F15","MIN_HYD",1,2048,444.827584051447
"W","F15","MIN_HYD",1,2050,558.963742464
"W","F15","MIN_WN",1,2019,38.3854302905966
"W","F15","MIN_WN",1,2020,30.918974004089
"W","F15","MIN_WN",1,2021,34.6428513088607
"W","F15","MIN_WN",1,2022,27.9043612432202
"W","F15","MIN_WN",1,2023,26.5091460891206
"W","F15","MIN_WN",1,2024,25.1836953278027
"W","F15","MIN_WN",1,2025,23.9245047452898
"W","F15","MIN_WN",1,2026,22.7282882322095
"W","F15","MIN_WN",1,2027,21.5918614613381
"W","F15","MIN_WN",1,2028,20.5122727503633
"W","F15","MIN_WN",1,2029,19.4866576588144
"W","F15","MIN_WN",1,2030,18.5123262299044
"W","F15","MIN_WN",1,2031,17.5867048293017
"W","F15","MIN_WN",1,2032,16.7073797660515
"W","F15","MIN_WN",1,2033,15.8720100507336
"W","F15","MIN_WN",1,2034,15.0784000969974
"W","F15","MIN_WN",1,2035,14.324485181255
"W","F15","MIN_WN",1,2036,13.6082587411462
"W","F15","MIN_WN",1,2037,12.9278450770735
"W","F15","MIN_WN",1,2038,12.2814557312812
"W","F15","MIN_WN",1,2039,11.6673894878553
"W","F15","MIN_WN",1,2040,11.0840178324165
"W","F15","MIN_WN",1,2041,10.5298140327343
"W","F15","MIN_WN",1,2042,10.0033240581129
"W","F15","MIN_WN",1,2043,9.50315203908448
"W","F15","MIN_WN",1,2044,10.6477237197059
"W","F15","MIN_WN",1,2045,8.57660005883655
"W","F15","MIN_WN",1,2046,8.14776278574124
"W","F15","MIN_WN",1,2047,7.74038700571509
"W","F15","MIN_WN",1,2048,7.35336765542934
"W","F15","MIN_WN",1,2049,6.98568691339696
"W","F15","MIN_WN",1,2050,6.63641419997267
"W","F15","MIN_GS",1,2019,122.21770387132
"W","F15","MIN_GS",1,2020,116.650248329893
"W","F15","MIN_GS",1,2021,1625.93302367536
"W","F15","MIN_GS",1,2022,1611.98913274554
"W","F15","MIN_GS",1,2023,1598.27310749448
"W","F15","MIN_GS",1,2024,1584.77514770997
"W","F15","MIN_GS",1,2025,1571.48561232224
"W","F15","MIN_GS",1,2026,1558.39528283742
"W","F15","MIN_GS",1,2027,1545.49509421195
"W","F15","MIN_GS",1,2028,1547.10384105984
"W","F15","MIN_GS",1,2029,1543.19221314978
"W","F15","MIN_GS",1,2030,1545.72053158937
"W","F15","MIN_GS",1,2031,1643.76075631862
"W","F15","MIN_GS",1,2032,1731.75905079967
"W","F15","MIN_GS",1,2033,1803.03635037314
"W","F15","MIN_GS",1,2034,1784.12305640347
"W","F15","MIN_GS",1,2035,1797.97020053582
"W","F15","MIN_GS",1,2036,1795.5879330161
"W","F15","MIN_GS",1,2037,1793.30096649998
"W","F15","MIN_GS",1,2038,1791.10569500354
"W","F15","MIN_GS",1,2039,1619.64369323727
"W","F15","MIN_GS",1,2040,1940.07498099002
"W","F15","MIN_GS",1,2041,1643.35750331849
"W","F15","MIN_GS",1,2042,2166.02503303853
"W","F15","MIN_GS",1,2043,1653.54016905486
"W","F15","MIN_GS",1,2044,1664.82526084605
"W","F15","MIN_GS",1,2045,1616.32570738163
"W","F15","MIN_GS",1,2046,1636.37411434118
"W","F15","MIN_GS",1,2047,1644.28149605491
"W","F15","MIN_GS",1,2048,1550.79270637771
"W","F15","MIN_GS",1,2049,1447.07367922933
"W","F15","MIN_GS",1,2050,1450.09138211653
"W","F15","MIN_CL",1,2019,1887.80390339407
"W","F15","MIN_PV",1,2019,0.0447894878237352
"W","F15","MIN_PV",1,2020,0.0424925910122616
"W","F15","MIN_PV",1,2021,329.015247389889
"W","F15","MIN_PV",1,2022,355.115154034217
"W","F15","MIN_PV",1,2023,388.357448678861
"W","F15","MIN_PV",1,2024,403.920126861654
"W","F15","MIN_PV",1,2025,307.080931360235
"W","F15","MIN_PV",1,2026,344.104914728037
"W","F15","MIN_PV",1,2027,370.716175121001
"W","F15","MIN_PV",1,2028,513.876848921629
"W","F15","MIN_PV",1,2029,544.451383512512
"W","F15","MIN_PV",1,2030,588.766032684642
"W","F15","MIN_PV",1,2031,588.764654546555
"W","F15","MIN_PV",1,2032,447.610446402608
"W","F15","MIN_PV",1,2033,588.762380618712
"W","F15","MIN_PV",1,2034,607.135232478999
"W","F15","MIN_PV",1,2035,487.016708383331
"W","F15","MIN_PV",1,2036,502.138042869601
"W","F15","MIN_PV",1,2037,668.959144978769
"W","F15","MIN_PV",1,2038,517.950837444948
"W","F15","MIN_PV",1,2039,524.802666464301
"W","F15","MIN_PV",1,2040,531.473491972196
"W","F15","MIN_PV",1,2041,540.992746663871
"W","F15","MIN_PV",1,2042,547.612676611656
"W","F15","MIN_PV",1,2043,557.826050287199
"W","F15","MIN_PV",1,2044,737.272877205857
"W","F15","MIN_PV",1,2045,746.633890791384
"W","F15","MIN_PV",1,2046,586.466063455632
"W","F15","MIN_PV",1,2047,594.466451689864
"W","F15","MIN_PV",1,2048,613.619615223869
"W","F15","MIN_PV",1,2049,633.880739148715
"W","F15","MIN_PV",1,2050,642.361831796337
"W","F16","HYD",1,2019,289.188663990705
"W","F16","HYD",1,2020,509.980093668109
"W","F16","HYD",1,2021,136.867707080918
"W","F16","HYD",1,2022,127.952688011715
"W","F16","HYD",1,2023,116.026994749959
"W","F16","HYD",1,2024,115.205306487009
"W","F16","HYD",1,2025,127.001267168923
"W","F16","HYD",1,2026,108.140493735419
"W","F16","HYD",1,2027,94.0833064053603
"W","F16","HYD",1,2028,83.0046558430876
"W","F16","HYD",1,2029,69.5725409811254
"W","F16","HYD",1,2030,48.4520229291432
"W","F16","HYD",1,2031,48.9191748312524
"W","F16","HYD",1,2032,49.3371001247007
"W","F16","HYD",1,2033,49.6665017568843
"W","F16","HYD",1,2034,44.5539607070299
"W","F16","HYD",1,2035,30.870726667997
"W","F16","HYD",1,2036,26.3299757365431
"W","F16","HYD",1,2037,29.5857230864161
"W","F16","HYD",1,2038,30.8455917788898
"W","F16","HYD",1,2039,20.4463452819708
"W","F16","HYD",1,2040,20.6894258948464
"W","F16","HYD",1,2041,21.082579065074
"W","F16","WN",1,2019,32.3587399083783
"W","F16","WN",1,2020,30.740809418394
"W","F16","WN",1,2021,29.2037631648658
"W","F16","WN",1,2022,27.7435677783618
"W","F16","WN",1,2023,26.356392280748
"W","F16","WN",1,2024,25.0385791721452
"W","F16","WN",1,2025,23.7866444309294
"W","F16","WN",1,2026,22.5973208832957
"W","F16","WN",1,2027,21.4674425510878
"W","F16","WN",1,2028,20.3940747604898
"W","F16","WN",1,2029,19.3743695768132
"W","F16","WN",1,2030,18.4056525436247
"W","F16","WN",1,2031,17.485364856661
"W","F16","WN",1,2032,16.6111067333928
"W","F16","WN",1,2033,15.7805506738971
"W","F16","WN",1,2034,14.9915137434635
"W","F16","WN",1,2035,14.2419431160727
"W","F16","WN",1,2036,13.5298437917909
"W","F16","WN",1,2037,12.8533508793753
"W","F16","WN",1,2038,12.2106862267108
"W","F16","WN",1,2039,11.6001584208098
"W","F16","WN",1,2040,11.0201483312911
"W","F16","WN",1,2041,10.4691380234223
"W","F16","WN",1,2042,9.94568184507726
"W","F16","WN",1,2043,9.4483919702149
"W","F16","WN",1,2044,8.97598176844297
"W","F16","WN",1,2045,8.52717906589051
"W","F16","WN",1,2046,8.10081288433535
"W","F16","WN",1,2047,7.69578452816166
"W","F16","WN",1,2048,7.31099530175357
"W","F16","WN",1,2049,6.94543324862282
"W","F16","WN",1,2050,6.59817315140869
"W","F16","GS",1,2019,12.610442232
"W","F16","GS",1,2020,12.1060302192
"W","F16","GS",1,2021,169.727937455128
"W","F16","GS",1,2022,169.263090507928
"W","F16","GS",1,2023,168.816805650328
"W","F16","GS",1,2024,168.388373322328
"W","F16","GS",1,2025,167.977083963928
"W","F16","GS",1,2026,167.582256397528
"W","F16","GS",1,2027,167.203209445528
"W","F16","GS",1,2028,168.398800926563
"W","F16","GS",1,2029,169.004505675933
"W","F16","GS",1,2030,170.327331304614
"W","F16","GS",1,2031,181.130661853292
"W","F16","GS",1,2032,190.827443614288
"W","F16","GS",1,2033,198.681691501173
"W","F16","GS",1,2034,198.396874117173
"W","F16","GS",1,2035,198.123438075573
"W","F16","GS",1,2036,197.860929257973
"W","F16","GS",1,2037,197.608921928373
"W","F16","GS",1,2038,197.367018733173
"W","F16","GS",1,2039,210.939200743054
"W","F16","GS",1,2040,213.782367051242
"W","F16","GS",1,2041,214.560746630403
"W","F16","GS",1,2042,238.680444411959
"W","F16","GS",1,2043,238.483186731959
"W","F16","GS",1,2044,240.508583809805
"W","F16","GS",1,2045,236.649978938
"W","F16","GS",1,2046,239.532810133768
"W","F16","GS",1,2047,241.219034259824
"W","F16","GS",1,2048,232.927872151098
"W","F16","GS",1,2049,223.628300981163
"W","F16","GS",1,2050,224.827586033265
"W","F16","CL",1,2019,212.404048544398
"W","F16","PV",1,2019,0.0304009666854192
"W","F16","PV",1,2020,0.0288419427528336
"W","F16","PV",1,2021,223.319847153832
"W","F16","PV",1,2022,241.035218124569
"W","F16","PV",1,2023,263.598501188127
"W","F16","PV",1,2024,274.161704385111
"W","F16","PV",1,2025,274.160457165965
"W","F16","PV",1,2026,307.215300920865
"W","F16","PV",1,2027,330.973713020179
"W","F16","PV",1,2028,348.795079460496
"W","F16","PV",1,2029,369.54761432264
"W","F16","PV",1,2030,399.626283193777
"W","F16","PV",1,2031,399.625347779418
"W","F16","PV",1,2032,399.624568267451
"W","F16","PV",1,2033,399.623804345724
"W","F16","PV",1,2034,412.094419314997
"W","F16","PV",1,2035,434.8062995198
"W","F16","PV",1,2036,448.306558091219
