REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"ME","W9","WN",1,2023,74.6949631741977
"ME","W9","WN",1,2024,70.9602192839617
"ME","W9","WN",1,2025,67.4122125882375
"ME","W9","WN",1,2026,64.0416036662151
"ME","W9","WN",1,2027,60.8395140922619
"ME","W9","WN",1,2028,57.7975435098174
"ME","W9","WN",1,2029,54.9076671880213
"ME","W9","WN",1,2030,52.1622872433993
"ME","W9","WN",1,2031,49.5541643442816
"ME","W9","WN",1,2032,47.0764518585937
"ME","W9","WN",1,2033,44.7226275582745
"ME","W9","WN",1,2034,42.4865106931719
"ME","W9","WN",1,2035,40.3621766215656
"ME","W9","WN",1,2036,38.344076327435
"ME","W9","WN",1,2037,36.4268656815051
"ME","W9","WN",1,2038,34.6055249585141
"ME","W9","WN",1,2039,32.8752393199459
"ME","W9","WN",1,2040,31.2314841835068
"ME","W9","WN",1,2041,29.6699057058576
"ME","W9","WN",1,2042,28.1864061520909
"ME","W9","WN",1,2043,26.7770926740445
"ME","W9","WN",1,2044,25.4382431625109
"ME","W9","WN",1,2045,24.1663233211324
"ME","W9","WN",1,2046,22.9580037402967
"ME","W9","WN",1,2047,21.8101086754505
"ME","W9","WN",1,2048,20.7195989732041
"ME","W9","WN",1,2049,19.6836232930178
"ME","W9","WN",1,2050,18.6994498116198
"ME","W9","GS",1,2026,13.1088783238248
"ME","W9","GS",1,2027,33.0417180769284
"ME","W9","GS",1,2028,52.4617646273432
"ME","W9","GS",1,2029,71.4496555339634
"ME","W9","GS",1,2030,89.7224651842371
"ME","W9","GS",1,2031,107.465875366445
"ME","W9","GS",1,2032,124.085350601777
"ME","W9","GS",1,2033,139.944903144107
"ME","W9","GS",1,2034,154.926469584851
"ME","W9","GS",1,2035,169.227161126519
"ME","W9","GS",1,2036,182.715814392964
"ME","W9","GS",1,2037,195.422941959205
"ME","W9","GS",1,2038,207.444787303428
"ME","W9","GS",1,2039,218.876092835073
"ME","W9","GS",1,2040,229.685405454318
"ME","W9","GS",1,2041,242.725596029222
"ME","W9","GS",1,2042,253.395411091736
"ME","W9","GS",1,2043,253.284719731736
"ME","W9","GS",1,2044,253.179704851736
"ME","W9","GS",1,2045,253.080366451736
"ME","W9","GS",1,2046,252.983866291736
"ME","W9","GS",1,2047,252.893042611736
"ME","W9","GS",1,2048,252.802218931736
"ME","W9","GS",1,2049,252.717071731736
"ME","W9","GS",1,2050,252.634762771736
"ME","W9","PV",1,2019,21.6022587555933
"ME","W9","PV",1,2020,20.5221425246616
"ME","W9","PV",1,2021,19.4960339870777
"ME","W9","PV",1,2022,18.5212327581741
"ME","W9","PV",1,2023,17.5951701793648
"ME","W9","PV",1,2024,16.7154187271509
"ME","W9","PV",1,2025,15.8796449680916
"ME","W9","PV",1,2026,15.0856660128391
"ME","W9","PV",1,2027,14.3313836530977
"ME","W9","PV",1,2028,13.6148125886416
"ME","W9","PV",1,2029,12.934071018309
"ME","W9","PV",1,2030,12.2873712309959
"ME","W9","PV",1,2031,11.6730007876449
"ME","W9","PV",1,2032,11.0893507482627
"ME","W9","PV",1,2033,10.5348780358963
"ME","W9","PV",1,2034,10.0081336636512
"ME","W9","PV",1,2035,9.50773450767331
"ME","W9","PV",1,2036,9.03234448913761
"ME","W9","PV",1,2037,8.58073102828305
"ME","W9","PV",1,2038,8.15168977236599
"ME","W9","PV",1,2039,7.74410104969508
"ME","W9","PV",1,2040,7.35690164261381
"ME","W9","PV",1,2041,6.98905656048312
"ME","W9","PV",1,2042,6.63960608471042
"ME","W9","PV",1,2043,25.5692157674811
"ME","W9","PV",1,2044,42.3586904318361
"ME","W9","PV",1,2045,57.4707974687972
"ME","W9","PV",1,2046,71.9196906919191
"ME","W9","PV",1,2047,85.7368474043499
"ME","W9","PV",1,2048,98.9666534652735
"ME","W9","PV",1,2049,111.617631669225
"ME","W9","PV",1,2050,124.352877702817
"ME","W9","NUC",1,2019,135.640171317632
"ME","W9","NUC",1,2020,175.237181858606
"ME","W9","NUC",1,2021,104.326726051628
"ME","W9","NUC",1,2022,112.331049000451
"ME","W9","NUC",1,2023,360.455407776
"ME","W9","NUC",1,2024,342.432646848
"ME","W9","NUC",1,2025,325.31102712
"ME","W9","NUC",1,2026,309.045452112
"ME","W9","NUC",1,2027,293.593190544
"ME","W9","NUC",1,2028,278.91352944
"ME","W9","NUC",1,2029,264.9678372
"ME","W9","NUC",1,2030,251.719468992
"ME","W9","NUC",1,2031,239.133482928001
"ME","W9","NUC",1,2032,227.176797744
"ME","W9","NUC",1,2033,215.817972048
"ME","W9","NUC",1,2034,205.027078176
"ME","W9","NUC",1,2035,194.775733728
"ME","W9","NUC",1,2036,185.036943888
"ME","W9","NUC",1,2037,175.785101424
"ME","W9","NUC",1,2038,166.995829008
"ME","W9","NUC",1,2039,158.646042288001
"ME","W9","NUC",1,2040,150.713729136
"ME","W9","NUC",1,2041,143.178044256
"ME","W9","NUC",1,2042,136.019151504
"ME","W9","NUC",1,2043,129.218192352
"ME","W9","NUC",1,2044,122.757285888
"ME","W9","NUC",1,2045,116.619402672012
"ME","W9","NUC",1,2046,110.788459344
"ME","W9","NUC",1,2047,105.2490348
"ME","W9","NUC",1,2048,99.986559408
"ME","W9","NUC",1,2049,94.987251936
"ME","W9","NUC",1,2050,90.237867264
"ME","W9","MIN_HYD",1,2019,270.285122992334
"ME","W9","MIN_HYD",1,2020,239.000632330324
"ME","W9","MIN_HYD",1,2021,318.194298
"ME","W9","MIN_HYD",1,2022,318.194298
"ME","W9","MIN_HYD",1,2023,316.74972294847
"ME","W9","MIN_HYD",1,2024,318.194298
"ME","W9","MIN_HYD",1,2025,318.194298
"ME","W9","MIN_HYD",1,2026,318.194298
"ME","W9","MIN_HYD",1,2027,318.194298
"ME","W9","MIN_HYD",1,2028,318.194298
"ME","W9","MIN_HYD",1,2029,318.194298
"ME","W9","MIN_HYD",1,2030,318.194298
"ME","W9","MIN_HYD",1,2031,318.194298
"ME","W9","MIN_HYD",1,2032,318.194298
"ME","W9","MIN_HYD",1,2033,318.194298
"ME","W9","MIN_HYD",1,2034,318.194298
"ME","W9","MIN_HYD",1,2035,318.194298
"ME","W9","MIN_HYD",1,2036,318.194298
"ME","W9","MIN_HYD",1,2037,144.228593334071
"ME","W9","MIN_HYD",1,2038,318.194298
"ME","W9","MIN_HYD",1,2039,145.399188881024
"ME","W9","MIN_HYD",1,2040,145.940188734675
"ME","W9","MIN_HYD",1,2041,318.194298
"ME","W9","MIN_HYD",1,2042,318.194298
"ME","W9","MIN_HYD",1,2043,318.194298
"ME","W9","MIN_HYD",1,2044,318.194298
"ME","W9","MIN_HYD",1,2045,318.194298
"ME","W9","MIN_HYD",1,2046,318.194298
"ME","W9","MIN_HYD",1,2047,318.194298
"ME","W9","MIN_HYD",1,2048,318.194298
"ME","W9","MIN_HYD",1,2049,107.600081431312
"ME","W9","MIN_HYD",1,2050,318.194298
"ME","W9","MIN_WN",1,2019,91.7058217999327
"ME","W9","MIN_WN",1,2020,87.1205247340726
"ME","W9","MIN_WN",1,2021,82.7644959362847
"ME","W9","MIN_WN",1,2022,89.187592187961
"ME","W9","MIN_WN",1,2023,84.7282106418318
"ME","W9","MIN_WN",1,2024,70.9602192839617
"ME","W9","MIN_WN",1,2025,67.4122125882375
"ME","W9","MIN_WN",1,2026,64.0416036662151
"ME","W9","MIN_WN",1,2027,60.8395140922619
"ME","W9","MIN_WN",1,2028,57.7975435098174
"ME","W9","MIN_WN",1,2029,62.2830267752955
"ME","W9","MIN_WN",1,2030,52.1622872433993
"ME","W9","MIN_WN",1,2031,49.5541643442816
"ME","W9","MIN_WN",1,2032,47.0764518585937
"ME","W9","MIN_WN",1,2033,44.7226275582745
"ME","W9","MIN_WN",1,2034,42.4865106931719
"ME","W9","MIN_WN",1,2035,40.3621766215656
"ME","W9","MIN_WN",1,2036,38.344076327435
"ME","W9","MIN_WN",1,2037,36.4268656815051
"ME","W9","MIN_WN",1,2038,34.6055249585141
"ME","W9","MIN_WN",1,2039,32.8752393199459
"ME","W9","MIN_WN",1,2040,31.2314841835068
"ME","W9","MIN_WN",1,2041,29.6699057058576
"ME","W9","MIN_WN",1,2042,28.1864061520909
"ME","W9","MIN_WN",1,2043,26.7770926740445
"ME","W9","MIN_WN",1,2044,25.4382431625109
"ME","W9","MIN_WN",1,2045,24.1663233211324
"ME","W9","MIN_WN",1,2046,22.9580037402967
"ME","W9","MIN_WN",1,2047,21.8101086754505
"ME","W9","MIN_WN",1,2048,20.7195989732041
"ME","W9","MIN_WN",1,2049,19.6836232930178
"ME","W9","MIN_WN",1,2050,18.6994498116198
"ME","W9","MIN_GS",1,2024,53.4521006613191
"ME","W9","MIN_GS",1,2026,121.903204923309
"ME","W9","MIN_GS",1,2027,305.411680562649
"ME","W9","MIN_GS",1,2028,481.973726161711
"ME","W9","MIN_GS",1,2029,652.411908258065
"ME","W9","MIN_GS",1,2030,814.231371546952
"ME","W9","MIN_GS",1,2031,975.252818950486
"ME","W9","MIN_GS",1,2032,1126.07455671113
"ME","W9","MIN_GS",1,2033,1269.99999603277
"ME","W9","MIN_GS",1,2034,1405.95771148253
"ME","W9","MIN_GS",1,2035,1535.73648722316
"ME","W9","MIN_GS",1,2036,1658.14601561615
"ME","W9","MIN_GS",1,2037,1773.46319827978
"ME","W9","MIN_GS",1,2038,1882.56144477861
"ME","W9","MIN_GS",1,2039,1986.30054247809
"ME","W9","MIN_GS",1,2040,2084.39505449793
"ME","W9","MIN_GS",1,2041,2202.73478396519
"ME","W9","MIN_GS",1,2042,2299.5633556575
"ME","W9","MIN_GS",1,2043,2298.55883156551
"ME","W9","MIN_GS",1,2044,2297.60582152951
"ME","W9","MIN_GS",1,2045,2296.70432554951
"ME","W9","MIN_GS",1,2046,2295.8285865975
"ME","W9","MIN_GS",1,2047,2295.00436170151
"ME","W9","MIN_GS",1,2048,2294.1801368055
"ME","W9","MIN_GS",1,2049,2293.4074259655
"ME","W9","MIN_GS",1,2050,2292.6604721535
"ME","W9","MIN_CL",1,2024,145.242261016742
"ME","W9","MIN_CL",1,2026,443.038767786202
"ME","W9","MIN_PV",1,2019,21.6022587555933
"ME","W9","MIN_PV",1,2020,20.5221425246616
"ME","W9","MIN_PV",1,2021,37.1765600621839
"ME","W9","MIN_PV",1,2022,18.5212327581741
"ME","W9","MIN_PV",1,2023,33.5518445141751
"ME","W9","MIN_PV",1,2024,16.7154187271509
"ME","W9","MIN_PV",1,2025,15.8796449680916
"ME","W9","MIN_PV",1,2026,15.0856660128391
"ME","W9","MIN_PV",1,2027,14.3313836530977
"ME","W9","MIN_PV",1,2028,13.6148125886416
"ME","W9","MIN_PV",1,2029,12.934071018309
"ME","W9","MIN_PV",1,2030,12.2873712309959
"ME","W9","MIN_PV",1,2031,11.6730007876449
"ME","W9","MIN_PV",1,2032,21.146039980063
"ME","W9","MIN_PV",1,2033,10.5348780358963
"ME","W9","MIN_PV",1,2034,10.0081336636512
"ME","W9","MIN_PV",1,2035,9.50773450767331
"ME","W9","MIN_PV",1,2036,9.03234448913761
"ME","W9","MIN_PV",1,2037,8.58073102828305
"ME","W9","MIN_PV",1,2038,8.15168977236599
"ME","W9","MIN_PV",1,2039,7.74410104969508
"ME","W9","MIN_PV",1,2040,7.35690164261382
"ME","W9","MIN_PV",1,2041,6.98905656048312
"ME","W9","MIN_PV",1,2042,6.63960608471042
"ME","W9","MIN_PV",1,2043,25.5692157674811
"ME","W9","MIN_PV",1,2044,42.3586904318361
"ME","W9","MIN_PV",1,2045,57.4707974687972
"ME","W9","MIN_PV",1,2046,71.919690691919
"ME","W9","MIN_PV",1,2047,85.7368474043499
"ME","W9","MIN_PV",1,2048,98.9666534652735
"ME","W9","MIN_PV",1,2049,111.617631669226
"ME","W9","MIN_PV",1,2050,124.352877702817
"ME","W9","MIN_NUC",1,2019,1418.79619198243
"ME","W9","MIN_NUC",1,2020,1832.98092224102
"ME","W9","MIN_NUC",1,2021,1091.25755450003
"ME","W9","MIN_NUC",1,2022,1174.98277254472
"ME","W9","MIN_NUC",1,2023,3770.36356533696
"ME","W9","MIN_NUC",1,2024,3581.84548603008
"ME","W9","MIN_NUC",1,2025,3402.7533436752
"ME","W9","MIN_NUC",1,2026,3232.61542909152
"ME","W9","MIN_NUC",1,2027,3070.98477309024
"ME","W9","MIN_NUC",1,2028,2917.4355179424
"ME","W9","MIN_NUC",1,2029,2771.563577112
"ME","W9","MIN_NUC",1,2030,2632.98564565632
"ME","W9","MIN_NUC",1,2031,2501.33623142689
"ME","W9","MIN_NUC",1,2032,2376.26930440224
"ME","W9","MIN_NUC",1,2033,2257.45598762208
"ME","W9","MIN_NUC",1,2034,2144.58323772096
"ME","W9","MIN_NUC",1,2035,2037.35417479488
"ME","W9","MIN_NUC",1,2036,1935.48643306848
"ME","W9","MIN_NUC",1,2037,1838.71216089504
"ME","W9","MIN_NUC",1,2038,1746.77637142368
"ME","W9","MIN_NUC",1,2039,1659.43760233249
"ME","W9","MIN_NUC",1,2040,1576.46560676256
"ME","W9","MIN_NUC",1,2041,1497.64234291776
"ME","W9","MIN_NUC",1,2042,1422.76032473184
"ME","W9","MIN_NUC",1,2043,1351.62229200192
"ME","W9","MIN_NUC",1,2044,1284.04121038848
"ME","W9","MIN_NUC",1,2045,1219.83895194925
"ME","W9","MIN_NUC",1,2046,1158.84728473824
"ME","W9","MIN_NUC",1,2047,1100.904904008
"ME","W9","MIN_NUC",1,2048,1045.85941140768
"ME","W9","MIN_NUC",1,2049,993.56665525056
"ME","W9","MIN_NUC",1,2050,943.88809158144
"ME","W10","HYD",1,2019,270.285122992334
"ME","W10","HYD",1,2020,239.000632330324
"ME","W10","HYD",1,2021,318.194298
"ME","W10","HYD",1,2022,318.194298
"ME","W10","HYD",1,2023,87.2928054481336
"ME","W10","HYD",1,2024,113.029293039161
"ME","W10","HYD",1,2025,136.888698416491
"ME","W10","HYD",1,2026,145.739068659055
"ME","W10","HYD",1,2027,147.023863653142
"ME","W10","HYD",1,2028,148.272037241982
"ME","W10","HYD",1,2029,149.482136339661
"ME","W10","HYD",1,2030,150.642310052477
"ME","W10","HYD",1,2031,151.761832425431
"ME","W10","HYD",1,2032,152.814684089585
"ME","W10","HYD",1,2033,153.818106653902
"ME","W10","HYD",1,2034,154.76751239229
"ME","W10","HYD",1,2035,155.672525636462
"ME","W10","HYD",1,2036,156.527912545763
"ME","W10","HYD",1,2037,157.335690989299
"ME","W10","HYD",1,2038,158.100829885975
"ME","W10","HYD",1,2039,158.82819091384
"ME","W10","HYD",1,2040,159.516895608613
"ME","W10","HYD",1,2041,160.306540677219
"ME","W10","HYD",1,2042,160.979398465682
"ME","W10","HYD",1,2043,146.292961214825
"ME","W10","HYD",1,2044,134.045046698034
"ME","W10","HYD",1,2045,123.639076809981
"ME","W10","HYD",1,2046,113.744890793206
"ME","W10","HYD",1,2047,104.336233987867
"ME","W10","HYD",1,2048,95.3771665141974
"ME","W10","HYD",1,2049,86.8672449948598
"ME","W10","HYD",1,2050,77.9410149891325
"ME","W10","WN",1,2019,90.5979800460202
"ME","W10","WN",1,2020,86.0680751400465
"ME","W10","WN",1,2021,81.7646688528988
"ME","W10","WN",1,2022,77.6764430006901
"ME","W10","WN",1,2023,73.792619163892
"ME","W10","WN",1,2024,70.1029924226064
"ME","W10","WN",1,2025,66.5978470183852
"ME","W10","WN",1,2026,63.2679563542295
"ME","W10","WN",1,2027,60.1045492593181
"ME","W10","WN",1,2028,57.0993268566431
"ME","W10","WN",1,2029,54.2443613571927
"ME","W10","WN",1,2030,51.5321466628603
"ME","W10","WN",1,2031,48.9555308958992
"ME","W10","WN",1,2032,46.5077501341952
"ME","W10","WN",1,2033,44.1823609407218
"ME","W10","WN",1,2034,41.9732572311765
"ME","W10","WN",1,2035,39.8745859357996
"ME","W10","WN",1,2036,37.8808650728277
"ME","W10","WN",1,2037,35.9868150721319
"ME","W10","WN",1,2038,34.1874768486707
"ME","W10","WN",1,2039,32.4780937290372
"ME","W10","WN",1,2040,30.8541957896399
"ME","W10","WN",1,2041,29.3114817832488
"ME","W10","WN",1,2042,27.8459034771773
"ME","W10","WN",1,2043,26.4536150503729
"ME","W10","WN",1,2044,25.1309393581452
"ME","W10","WN",1,2045,23.8743847998016
"ME","W10","WN",1,2046,22.6806621862843
"ME","W10","WN",1,2047,21.5466341372609
"ME","W10","WN",1,2048,20.4692982134888
"ME","W10","WN",1,2049,19.4458375197234
"ME","W10","WN",1,2050,18.4735532341736
"ME","W10","GS",1,2026,13.1088783238248
"ME","W10","GS",1,2027,33.0417180769284
"ME","W10","GS",1,2028,52.4617646273432
"ME","W10","GS",1,2029,71.4496555339634
"ME","W10","GS",1,2030,89.7224651842371
"ME","W10","GS",1,2031,107.465875366445
"ME","W10","GS",1,2032,124.085350601777
"ME","W10","GS",1,2033,139.944903144107
"ME","W10","GS",1,2034,154.926469584851
"ME","W10","GS",1,2035,169.227161126519
"ME","W10","GS",1,2036,182.715814392964
"ME","W10","GS",1,2037,195.422941959205
"ME","W10","GS",1,2038,207.444787303428
"ME","W10","GS",1,2039,218.876092835073
"ME","W10","GS",1,2040,229.685405454318
"ME","W10","GS",1,2041,242.725596029222
"ME","W10","GS",1,2042,253.395411091736
"ME","W10","GS",1,2043,253.284719731736
"ME","W10","GS",1,2044,253.179704851736
"ME","W10","GS",1,2045,253.080366451736
"ME","W10","GS",1,2046,252.983866291736
"ME","W10","GS",1,2047,252.893042611736
"ME","W10","GS",1,2048,252.802218931736
"ME","W10","GS",1,2049,252.717071731736
"ME","W10","GS",1,2050,252.634762771736
"ME","W10","PV",1,2019,28.8065574385209
"ME","W10","PV",1,2020,27.3662251751849
"ME","W10","PV",1,2021,25.9979120343929
"ME","W10","PV",1,2022,24.6980170600175
"ME","W10","PV",1,2023,23.4631149523281
"ME","W10","PV",1,2024,22.2899686148758
"ME","W10","PV",1,2025,21.1754664200663
"ME","W10","PV",1,2026,20.1166974904729
"ME","W10","PV",1,2027,19.1108638706378
"ME","W10","PV",1,2028,18.1553181677289
"ME","W10","PV",1,2029,17.2475510046539
"ME","W10","PV",1,2030,16.3851784731754
"ME","W10","PV",1,2031,15.5659170401395
"ME","W10","PV",1,2032,14.7876211881325
"ME","W10","PV",1,2033,14.0482332279389
"ME","W10","PV",1,2034,13.3458209391977
"ME","W10","PV",1,2035,12.6785399297462
"ME","W10","PV",1,2036,12.0446085418489
"ME","W10","PV",1,2037,11.4423831335107
"ME","W10","PV",1,2038,10.8702577033924
"ME","W10","PV",1,2039,10.3267391721243
"ME","W10","PV",1,2040,9.8104097416494
"ME","W10","PV",1,2041,9.31988925456693
"ME","W10","PV",1,2042,8.85389792855994
"ME","W10","PV",1,2043,34.0964845851208
"ME","W10","PV",1,2044,56.4852066050395
"ME","W10","PV",1,2045,76.6371631343344
"ME","W10","PV",1,2046,95.9047257195268
"ME","W10","PV",1,2047,114.329869264788
"ME","W10","PV",1,2048,131.971782201129
"ME","W10","PV",1,2049,148.841829653517
"ME","W10","PV",1,2050,165.824248043693
"ME","W10","NUC",1,2019,143.930549664238
"ME","W10","NUC",1,2020,183.905729683383
"ME","W10","NUC",1,2021,113.365238422401
"ME","W10","NUC",1,2022,121.724775660779
"ME","W10","NUC",1,2023,360.455407776
"ME","W10","NUC",1,2024,342.432646848
"ME","W10","NUC",1,2025,325.31102712
"ME","W10","NUC",1,2026,309.045452112
"ME","W10","NUC",1,2027,293.593190544
"ME","W10","NUC",1,2028,278.91352944
"ME","W10","NUC",1,2029,264.9678372
"ME","W10","NUC",1,2030,251.719468992
"ME","W10","NUC",1,2031,239.133482928001
"ME","W10","NUC",1,2032,227.176797744
"ME","W10","NUC",1,2033,215.817972048
"ME","W10","NUC",1,2034,205.027078176
"ME","W10","NUC",1,2035,194.775733728
"ME","W10","NUC",1,2036,185.036943888
"ME","W10","NUC",1,2037,175.785101424
"ME","W10","NUC",1,2038,166.995829008
"ME","W10","NUC",1,2039,158.646042288
"ME","W10","NUC",1,2040,150.713729136
"ME","W10","NUC",1,2041,143.178044256
"ME","W10","NUC",1,2042,136.019151504
"ME","W10","NUC",1,2043,129.218192352
"ME","W10","NUC",1,2044,122.757285888
"ME","W10","NUC",1,2045,116.619402672
"ME","W10","NUC",1,2046,110.788459344
"ME","W10","NUC",1,2047,105.2490348
"ME","W10","NUC",1,2048,99.986559408
"ME","W10","NUC",1,2049,94.987251936
"ME","W10","NUC",1,2050,90.237867264
"ME","W10","MIN_HYD",1,2019,270.285122992334
"ME","W10","MIN_HYD",1,2020,239.000632330324
"ME","W10","MIN_HYD",1,2021,318.194298
"ME","W10","MIN_HYD",1,2022,318.194298
"ME","W10","MIN_HYD",1,2023,316.74972294847
"ME","W10","MIN_HYD",1,2024,318.194298
"ME","W10","MIN_HYD",1,2025,318.194298
"ME","W10","MIN_HYD",1,2026,318.194298
"ME","W10","MIN_HYD",1,2027,318.194298
"ME","W10","MIN_HYD",1,2028,148.272037241982
"ME","W10","MIN_HYD",1,2029,318.194298
"ME","W10","MIN_HYD",1,2030,318.194298
"ME","W10","MIN_HYD",1,2031,318.194298
"ME","W10","MIN_HYD",1,2032,318.194298
"ME","W10","MIN_HYD",1,2033,318.194298
"ME","W10","MIN_HYD",1,2034,318.194298
"ME","W10","MIN_HYD",1,2035,318.194298
"ME","W10","MIN_HYD",1,2036,318.194298
"ME","W10","MIN_HYD",1,2037,318.194298
"ME","W10","MIN_HYD",1,2038,318.194298
"ME","W10","MIN_HYD",1,2039,318.194298
"ME","W10","MIN_HYD",1,2040,318.194298
"ME","W10","MIN_HYD",1,2041,318.194298
"ME","W10","MIN_HYD",1,2042,318.194298
"ME","W10","MIN_HYD",1,2043,318.194298
"ME","W10","MIN_HYD",1,2044,318.194298
"ME","W10","MIN_HYD",1,2045,123.639076809981
"ME","W10","MIN_HYD",1,2046,318.194298
"ME","W10","MIN_HYD",1,2047,318.194298
"ME","W10","MIN_HYD",1,2048,318.194298
"ME","W10","MIN_HYD",1,2049,318.194298
"ME","W10","MIN_HYD",1,2050,318.194298
"ME","W10","MIN_WN",1,2019,90.5979800460202
"ME","W10","MIN_WN",1,2020,86.0680751400465
"ME","W10","MIN_WN",1,2021,81.7646688528988
"ME","W10","MIN_WN",1,2022,77.6764430006901
"ME","W10","MIN_WN",1,2023,84.7282106418318
"ME","W10","MIN_WN",1,2024,70.1029924226064
"ME","W10","MIN_WN",1,2025,66.5978470183852
"ME","W10","MIN_WN",1,2026,63.2679563542295
"ME","W10","MIN_WN",1,2027,60.1045492593181
"ME","W10","MIN_WN",1,2028,57.0993268566431
"ME","W10","MIN_WN",1,2029,62.2830267752955
"ME","W10","MIN_WN",1,2030,59.168879309993
"ME","W10","MIN_WN",1,2031,48.9555308958992
"ME","W10","MIN_WN",1,2032,46.5077501341952
"ME","W10","MIN_WN",1,2033,44.1823609407218
"ME","W10","MIN_WN",1,2034,41.9732572311765
"ME","W10","MIN_WN",1,2035,39.8745859357996
"ME","W10","MIN_WN",1,2036,37.8808650728277
"ME","W10","MIN_WN",1,2037,35.9868150721318
"ME","W10","MIN_WN",1,2038,34.1874768486707
"ME","W10","MIN_WN",1,2039,32.4780937290372
"ME","W10","MIN_WN",1,2040,30.8541957896399
"ME","W10","MIN_WN",1,2041,29.3114817832488
"ME","W10","MIN_WN",1,2042,27.8459034771773
"ME","W10","MIN_WN",1,2043,26.4536150503729
"ME","W10","MIN_WN",1,2044,28.8551829124657
"ME","W10","MIN_WN",1,2045,27.4124150515523
"ME","W10","MIN_WN",1,2046,22.6806621862843
"ME","W10","MIN_WN",1,2047,21.5466341372609
"ME","W10","MIN_WN",1,2048,20.4692982134888
"ME","W10","MIN_WN",1,2049,19.4458375197234
"ME","W10","MIN_WN",1,2050,18.4735532341736
"ME","W10","MIN_GS",1,2024,53.4521006613191
"ME","W10","MIN_GS",1,2026,121.903204923309
"ME","W10","MIN_GS",1,2027,305.411680562649
"ME","W10","MIN_GS",1,2028,481.973726161711
"ME","W10","MIN_GS",1,2029,652.411908258065
"ME","W10","MIN_GS",1,2030,814.231371546952
"ME","W10","MIN_GS",1,2031,975.252818950486
"ME","W10","MIN_GS",1,2032,1126.07455671113
"ME","W10","MIN_GS",1,2033,1269.99999603277
"ME","W10","MIN_GS",1,2034,1405.95771148253
"ME","W10","MIN_GS",1,2035,1535.73648722316
"ME","W10","MIN_GS",1,2036,1658.14601561615
"ME","W10","MIN_GS",1,2037,1773.46319827978
"ME","W10","MIN_GS",1,2038,1882.56144477861
"ME","W10","MIN_GS",1,2039,1986.30054247809
"ME","W10","MIN_GS",1,2040,2084.39505449793
"ME","W10","MIN_GS",1,2041,2202.73478396519
"ME","W10","MIN_GS",1,2042,2299.5633556575
"ME","W10","MIN_GS",1,2043,2298.55883156551
"ME","W10","MIN_GS",1,2044,2297.60582152951
"ME","W10","MIN_GS",1,2045,2296.70432554951
"ME","W10","MIN_GS",1,2046,2295.8285865975
"ME","W10","MIN_GS",1,2047,2295.00436170151
"ME","W10","MIN_GS",1,2048,2294.1801368055
"ME","W10","MIN_GS",1,2049,2293.4074259655
"ME","W10","MIN_GS",1,2050,2292.6604721535
"ME","W10","MIN_CL",1,2024,145.242261016742
"ME","W10","MIN_CL",1,2026,443.038767786202
"ME","W10","MIN_PV",1,2019,28.8065574385209
"ME","W10","MIN_PV",1,2020,27.3662251751849
"ME","W10","MIN_PV",1,2021,37.1765600621839
"ME","W10","MIN_PV",1,2022,24.6980170600175
"ME","W10","MIN_PV",1,2023,33.5518445141751
"ME","W10","MIN_PV",1,2024,22.2899686148758
"ME","W10","MIN_PV",1,2025,21.1754664200663
"ME","W10","MIN_PV",1,2026,28.7665260009338
"ME","W10","MIN_PV",1,2027,27.3282014950698
"ME","W10","MIN_PV",1,2028,18.1553181677289
"ME","W10","MIN_PV",1,2029,17.2475510046539
"ME","W10","MIN_PV",1,2030,16.3851784731754
"ME","W10","MIN_PV",1,2031,15.5659170401395
"ME","W10","MIN_PV",1,2032,21.146039980063
"ME","W10","MIN_PV",1,2033,14.0482332279389
"ME","W10","MIN_PV",1,2034,13.3458209391977
"ME","W10","MIN_PV",1,2035,12.6785399297462
"ME","W10","MIN_PV",1,2036,12.0446085418489
"ME","W10","MIN_PV",1,2037,11.4423831335107
"ME","W10","MIN_PV",1,2038,10.8702577033924
"ME","W10","MIN_PV",1,2039,10.3267391721243
"ME","W10","MIN_PV",1,2040,9.8104097416494
"ME","W10","MIN_PV",1,2041,9.31988925456693
"ME","W10","MIN_PV",1,2042,8.85389792855994
"ME","W10","MIN_PV",1,2043,34.0964845851208
"ME","W10","MIN_PV",1,2044,80.7728587280051
"ME","W10","MIN_PV",1,2045,109.589804538528
"ME","W10","MIN_PV",1,2046,95.9047257195268
"ME","W10","MIN_PV",1,2047,114.329869264788
"ME","W10","MIN_PV",1,2048,131.971782201129
"ME","W10","MIN_PV",1,2049,148.841829653517
"ME","W10","MIN_PV",1,2050,165.824248043693
"ME","W10","MIN_NUC",1,2019,1505.51354948793
"ME","W10","MIN_NUC",1,2020,1923.65393248819
"ME","W10","MIN_NUC",1,2021,1185.80039389831
"ME","W10","MIN_NUC",1,2022,1273.24115341175
"ME","W10","MIN_NUC",1,2023,3770.36356533696
"ME","W10","MIN_NUC",1,2024,3581.84548603008
"ME","W10","MIN_NUC",1,2025,3402.7533436752
"ME","W10","MIN_NUC",1,2026,3232.61542909152
"ME","W10","MIN_NUC",1,2027,3070.98477309024
"ME","W10","MIN_NUC",1,2028,2917.4355179424
"ME","W10","MIN_NUC",1,2029,2771.563577112
"ME","W10","MIN_NUC",1,2030,2632.98564565632
"ME","W10","MIN_NUC",1,2031,2501.33623142689
"ME","W10","MIN_NUC",1,2032,2376.26930440224
