PROVINCE,MONTH,DAY,HOUR,VALUE
BC,9,28,20,6720.0
BC,9,28,21,6582.0
BC,9,28,22,6361.0
BC,9,28,23,6046.0
BC,9,28,24,5738.0
BC,9,29,1,5467.0
BC,9,29,2,5372.0
BC,9,29,3,5304.0
BC,9,29,4,5275.0
BC,9,29,5,5291.0
BC,9,29,6,5398.0
BC,9,29,7,5614.0
BC,9,29,8,5949.0
BC,9,29,9,6315.0
BC,9,29,10,6582.0
BC,9,29,11,6633.0
BC,9,29,12,6643.0
BC,9,29,13,6585.0
BC,9,29,14,6516.0
BC,9,29,15,6468.0
BC,9,29,16,6465.0
BC,9,29,17,6611.0
BC,9,29,18,6794.0
BC,9,29,19,6924.0
BC,9,29,20,7083.0
BC,9,29,21,6947.0
BC,9,29,22,6614.0
BC,9,29,23,6191.0
BC,9,29,24,5793.0
BC,9,30,1,5542.0
BC,9,30,2,5442.0
BC,9,30,3,5395.0
BC,9,30,4,5419.0
BC,9,30,5,5557.0
BC,9,30,6,5914.0
BC,9,30,7,6623.0
BC,9,30,8,7258.0
BC,9,30,9,7420.0
BC,9,30,10,7354.0
BC,9,30,11,7268.0
BC,9,30,12,7204.0
BC,9,30,13,7130.0
BC,9,30,14,7050.0
BC,9,30,15,6928.0
BC,9,30,16,6877.0
BC,9,30,17,6949.0
BC,9,30,18,7090.0
BC,9,30,19,7216.0
BC,9,30,20,7402.0
BC,9,30,21,7272.0
BC,9,30,22,6934.0
BC,9,30,23,6426.0
BC,9,30,24,6037.0
BC,10,1,1,5731.0
BC,10,1,2,5592.0
BC,10,1,3,5522.0
BC,10,1,4,5528.0
BC,10,1,5,5646.0
BC,10,1,6,5991.0
BC,10,1,7,6676.0
BC,10,1,8,7382.0
BC,10,1,9,7453.0
BC,10,1,10,7417.0
BC,10,1,11,7322.0
BC,10,1,12,7188.0
BC,10,1,13,7111.0
BC,10,1,14,7005.0
BC,10,1,15,6922.0
BC,10,1,16,6858.0
BC,10,1,17,6969.0
BC,10,1,18,7125.0
BC,10,1,19,7223.0
BC,10,1,20,7435.0
BC,10,1,21,7275.0
BC,10,1,22,6936.0
BC,10,1,23,6461.0
BC,10,1,24,6027.0
BC,10,2,1,5692.0
BC,10,2,2,5530.0
BC,10,2,3,5433.0
BC,10,2,4,5429.0
BC,10,2,5,5518.0
BC,10,2,6,5842.0
BC,10,2,7,6507.0
BC,10,2,8,7184.0
BC,10,2,9,7266.0
BC,10,2,10,7252.0
BC,10,2,11,7208.0
BC,10,2,12,7172.0
BC,10,2,13,7093.0
BC,10,2,14,7022.0
BC,10,2,15,6971.0
BC,10,2,16,6963.0
BC,10,2,17,7109.0
BC,10,2,18,7268.0
BC,10,2,19,7386.0
BC,10,2,20,7492.0
BC,10,2,21,7283.0
BC,10,2,22,6905.0
BC,10,2,23,6404.0
BC,10,2,24,5969.0
BC,10,3,1,5630.0
BC,10,3,2,5496.0
BC,10,3,3,5393.0
BC,10,3,4,5407.0
BC,10,3,5,5518.0
BC,10,3,6,5824.0
BC,10,3,7,6471.0
BC,10,3,8,7133.0
BC,10,3,9,7260.0
BC,10,3,10,7325.0
BC,10,3,11,7283.0
BC,10,3,12,7197.0
BC,10,3,13,7145.0
BC,10,3,14,7085.0
BC,10,3,15,7043.0
BC,10,3,16,7027.0
BC,10,3,17,7132.0
BC,10,3,18,7286.0
BC,10,3,19,7396.0
BC,10,3,20,7493.0
BC,10,3,21,7275.0
BC,10,3,22,6970.0
BC,10,3,23,6537.0
BC,10,3,24,6128.0
BC,10,4,1,5746.0
BC,10,4,2,5563.0
BC,10,4,3,5477.0
BC,10,4,4,5457.0
BC,10,4,5,5560.0
BC,10,4,6,5881.0
BC,10,4,7,6495.0
BC,10,4,8,7214.0
BC,10,4,9,7404.0
BC,10,4,10,7398.0
BC,10,4,11,7428.0
BC,10,4,12,7385.0
BC,10,4,13,7286.0
BC,10,4,14,7201.0
BC,10,4,15,7134.0
BC,10,4,16,7099.0
BC,10,4,17,7152.0
BC,10,4,18,7271.0
BC,10,4,19,7368.0
BC,10,4,20,7387.0
BC,10,4,21,7191.0
BC,10,4,22,6916.0
BC,10,4,23,6540.0
BC,10,4,24,6125.0
BC,10,5,1,5776.0
BC,10,5,2,5604.0
BC,10,5,3,5530.0
BC,10,5,4,5498.0
BC,10,5,5,5511.0
BC,10,5,6,5646.0
BC,10,5,7,5935.0
BC,10,5,8,6325.0
BC,10,5,9,6715.0
BC,10,5,10,6914.0
BC,10,5,11,6952.0
BC,10,5,12,6915.0
BC,10,5,13,6810.0
BC,10,5,14,6682.0
BC,10,5,15,6596.0
BC,10,5,16,6530.0
BC,10,5,17,6538.0
BC,10,5,18,6653.0
BC,10,5,19,6757.0
BC,10,5,20,6921.0
BC,10,5,21,6824.0
BC,10,5,22,6629.0
BC,10,5,23,6285.0
BC,10,5,24,5961.0
BC,10,6,1,5700.0
BC,10,6,2,5542.0
BC,10,6,3,5456.0
BC,10,6,4,5467.0
BC,10,6,5,5489.0
BC,10,6,6,5603.0
BC,10,6,7,5862.0
BC,10,6,8,6228.0
BC,10,6,9,6571.0
BC,10,6,10,6772.0
BC,10,6,11,6818.0
BC,10,6,12,6802.0
BC,10,6,13,6746.0
BC,10,6,14,6677.0
BC,10,6,15,6609.0
BC,10,6,16,6641.0
BC,10,6,17,6828.0
BC,10,6,18,7076.0
BC,10,6,19,7241.0
BC,10,6,20,7299.0
BC,10,6,21,7073.0
BC,10,6,22,6712.0
BC,10,6,23,6240.0
BC,10,6,24,5844.0
BC,10,7,1,5570.0
BC,10,7,2,5451.0
BC,10,7,3,5387.0
BC,10,7,4,5385.0
BC,10,7,5,5487.0
BC,10,7,6,5792.0
BC,10,7,7,6423.0
BC,10,7,8,7152.0
BC,10,7,9,7312.0
BC,10,7,10,7414.0
BC,10,7,11,7484.0
BC,10,7,12,7481.0
BC,10,7,13,7436.0
BC,10,7,14,7414.0
BC,10,7,15,7309.0
BC,10,7,16,7292.0
BC,10,7,17,7391.0
BC,10,7,18,7493.0
BC,10,7,19,7540.0
BC,10,7,20,7660.0
BC,10,7,21,7431.0
BC,10,7,22,7165.0
BC,10,7,23,6672.0
BC,10,7,24,6256.0
BC,10,8,1,5927.0
BC,10,8,2,5777.0
BC,10,8,3,5691.0
BC,10,8,4,5680.0
BC,10,8,5,5794.0
BC,10,8,6,6073.0
BC,10,8,7,6776.0
BC,10,8,8,7468.0
BC,10,8,9,7606.0
BC,10,8,10,7606.0
BC,10,8,11,7530.0
BC,10,8,12,7443.0
BC,10,8,13,7428.0
BC,10,8,14,7424.0
BC,10,8,15,7323.0
BC,10,8,16,7319.0
BC,10,8,17,7479.0
BC,10,8,18,7691.0
BC,10,8,19,7853.0
BC,10,8,20,7974.0
BC,10,8,21,7772.0
BC,10,8,22,7403.0
BC,10,8,23,6883.0
BC,10,8,24,6435.0
BC,10,9,1,6113.0
BC,10,9,2,6004.0
BC,10,9,3,5957.0
BC,10,9,4,5950.0
BC,10,9,5,6093.0
BC,10,9,6,6529.0
BC,10,9,7,7264.0
BC,10,9,8,8034.0
BC,10,9,9,8158.0
BC,10,9,10,8038.0
BC,10,9,11,7796.0
BC,10,9,12,7680.0
BC,10,9,13,7560.0
BC,10,9,14,7441.0
BC,10,9,15,7327.0
BC,10,9,16,7303.0
BC,10,9,17,7433.0
BC,10,9,18,7632.0
BC,10,9,19,7867.0
BC,10,9,20,8060.0
BC,10,9,21,7935.0
BC,10,9,22,7629.0
BC,10,9,23,7161.0
BC,10,9,24,6736.0
BC,10,10,1,6418.0
BC,10,10,2,6327.0
BC,10,10,3,6253.0
BC,10,10,4,6268.0
BC,10,10,5,6402.0
BC,10,10,6,6777.0
BC,10,10,7,7547.0
BC,10,10,8,8300.0
BC,10,10,9,8324.0
BC,10,10,10,8108.0
BC,10,10,11,7852.0
BC,10,10,12,7713.0
BC,10,10,13,7608.0
BC,10,10,14,7455.0
BC,10,10,15,7310.0
BC,10,10,16,7266.0
BC,10,10,17,7337.0
BC,10,10,18,7590.0
BC,10,10,19,7838.0
BC,10,10,20,7988.0
BC,10,10,21,7851.0
BC,10,10,22,7539.0
BC,10,10,23,7082.0
BC,10,10,24,6677.0
BC,10,11,1,6388.0
BC,10,11,2,6237.0
BC,10,11,3,6203.0
BC,10,11,4,6217.0
BC,10,11,5,6336.0
BC,10,11,6,6697.0
BC,10,11,7,7359.0
BC,10,11,8,8072.0
BC,10,11,9,8138.0
BC,10,11,10,8008.0
BC,10,11,11,7845.0
BC,10,11,12,7677.0
BC,10,11,13,7547.0
BC,10,11,14,7429.0
BC,10,11,15,7308.0
BC,10,11,16,7256.0
BC,10,11,17,7241.0
BC,10,11,18,7345.0
BC,10,11,19,7521.0
BC,10,11,20,7561.0
BC,10,11,21,7414.0
BC,10,11,22,7146.0
BC,10,11,23,6807.0
BC,10,11,24,6404.0
BC,10,12,1,6082.0
BC,10,12,2,5911.0
BC,10,12,3,5823.0
BC,10,12,4,5807.0
BC,10,12,5,5852.0
BC,10,12,6,6005.0
BC,10,12,7,6330.0
BC,10,12,8,6772.0
BC,10,12,9,7159.0
BC,10,12,10,7389.0
BC,10,12,11,7446.0
BC,10,12,12,7386.0
BC,10,12,13,7258.0
BC,10,12,14,7122.0
BC,10,12,15,6998.0
BC,10,12,16,7015.0
BC,10,12,17,7128.0
BC,10,12,18,7275.0
BC,10,12,19,7356.0
BC,10,12,20,7312.0
BC,10,12,21,7157.0
BC,10,12,22,6894.0
BC,10,12,23,6592.0
BC,10,12,24,6221.0
BC,10,13,1,5952.0
BC,10,13,2,5818.0
BC,10,13,3,5716.0
BC,10,13,4,5670.0
BC,10,13,5,5706.0
BC,10,13,6,5808.0
BC,10,13,7,6064.0
BC,10,13,8,6440.0
BC,10,13,9,6817.0
BC,10,13,10,7083.0
BC,10,13,11,7190.0
BC,10,13,12,7238.0
BC,10,13,13,7232.0
BC,10,13,14,7174.0
BC,10,13,15,7083.0
BC,10,13,16,7060.0
BC,10,13,17,7127.0
BC,10,13,18,7121.0
BC,10,13,19,7128.0
BC,10,13,20,7164.0
BC,10,13,21,7075.0
BC,10,13,22,6912.0
BC,10,13,23,6648.0
BC,10,13,24,6315.0
BC,10,14,1,6048.0
BC,10,14,2,5921.0
BC,10,14,3,5836.0
BC,10,14,4,5834.0
BC,10,14,5,5880.0
BC,10,14,6,6038.0
BC,10,14,7,6318.0
BC,10,14,8,6654.0
BC,10,14,9,6990.0
BC,10,14,10,7218.0
BC,10,14,11,7331.0
BC,10,14,12,7378.0
BC,10,14,13,7285.0
BC,10,14,14,7145.0
BC,10,14,15,7054.0
BC,10,14,16,7041.0
BC,10,14,17,7155.0
BC,10,14,18,7283.0
BC,10,14,19,7474.0
BC,10,14,20,7483.0
BC,10,14,21,7301.0
BC,10,14,22,7038.0
BC,10,14,23,6605.0
BC,10,14,24,6242.0
BC,10,15,1,6001.0
BC,10,15,2,5879.0
BC,10,15,3,5838.0
BC,10,15,4,5840.0
BC,10,15,5,5944.0
BC,10,15,6,6303.0
BC,10,15,7,6971.0
BC,10,15,8,7720.0
BC,10,15,9,7816.0
BC,10,15,10,7833.0
BC,10,15,11,7869.0
BC,10,15,12,7903.0
BC,10,15,13,7932.0
BC,10,15,14,7948.0
BC,10,15,15,7925.0
BC,10,15,16,7946.0
BC,10,15,17,8024.0
BC,10,15,18,8204.0
BC,10,15,19,8334.0
BC,10,15,20,8249.0
BC,10,15,21,7998.0
BC,10,15,22,7596.0
BC,10,15,23,7078.0
BC,10,15,24,6632.0
BC,10,16,1,6177.0
BC,10,16,2,5965.0
BC,10,16,3,5835.0
BC,10,16,4,5808.0
BC,10,16,5,5895.0
BC,10,16,6,6275.0
BC,10,16,7,6999.0
BC,10,16,8,7770.0
BC,10,16,9,7850.0
BC,10,16,10,7842.0
BC,10,16,11,7813.0
BC,10,16,12,7744.0
BC,10,16,13,7700.0
BC,10,16,14,7644.0
BC,10,16,15,7636.0
BC,10,16,16,7686.0
BC,10,16,17,7924.0
BC,10,16,18,8157.0
BC,10,16,19,8248.0
BC,10,16,20,8072.0
BC,10,16,21,7867.0
BC,10,16,22,7447.0
BC,10,16,23,6937.0
BC,10,16,24,6481.0
BC,10,17,1,6127.0
BC,10,17,2,5943.0
BC,10,17,3,5852.0
BC,10,17,4,5853.0
BC,10,17,5,5938.0
BC,10,17,6,6272.0
BC,10,17,7,7006.0
BC,10,17,8,7741.0
BC,10,17,9,7905.0
BC,10,17,10,7888.0
BC,10,17,11,7851.0
BC,10,17,12,7778.0
BC,10,17,13,7714.0
BC,10,17,14,7604.0
BC,10,17,15,7606.0
BC,10,17,16,7674.0
BC,10,17,17,7841.0
BC,10,17,18,8092.0
BC,10,17,19,8184.0
BC,10,17,20,8066.0
BC,10,17,21,7853.0
BC,10,17,22,7485.0
BC,10,17,23,6969.0
BC,10,17,24,6538.0
BC,10,18,1,6199.0
BC,10,18,2,6000.0
BC,10,18,3,5937.0
BC,10,18,4,5928.0
BC,10,18,5,6037.0
BC,10,18,6,6367.0
BC,10,18,7,7037.0
BC,10,18,8,7797.0
BC,10,18,9,7928.0
BC,10,18,10,7867.0
BC,10,18,11,7876.0
BC,10,18,12,7843.0
BC,10,18,13,7827.0
BC,10,18,14,7802.0
BC,10,18,15,7676.0
BC,10,18,16,7614.0
BC,10,18,17,7732.0
BC,10,18,18,8005.0
BC,10,18,19,8110.0
BC,10,18,20,7976.0
BC,10,18,21,7896.0
BC,10,18,22,7413.0
BC,10,18,23,7003.0
BC,10,18,24,6616.0
BC,10,19,1,6262.0
BC,10,19,2,6068.0
BC,10,19,3,5972.0
BC,10,19,4,5911.0
BC,10,19,5,5960.0
BC,10,19,6,6075.0
BC,10,19,7,6360.0
BC,10,19,8,6779.0
BC,10,19,9,7155.0
BC,10,19,10,7412.0
BC,10,19,11,7467.0
BC,10,19,12,7445.0
BC,10,19,13,7369.0
BC,10,19,14,7241.0
BC,10,19,15,7165.0
BC,10,19,16,7186.0
BC,10,19,17,7249.0
BC,10,19,18,7423.0
BC,10,19,19,7651.0
BC,10,19,20,7638.0
BC,10,19,21,7399.0
BC,10,19,22,7190.0
BC,10,19,23,6825.0
BC,10,19,24,6472.0
BC,10,20,1,6157.0
BC,10,20,2,6029.0
BC,10,20,3,5958.0
BC,10,20,4,5913.0
BC,10,20,5,5931.0
BC,10,20,6,6059.0
BC,10,20,7,6338.0
BC,10,20,8,6700.0
BC,10,20,9,7049.0
BC,10,20,10,7369.0
BC,10,20,11,7549.0
BC,10,20,12,7655.0
BC,10,20,13,7705.0
BC,10,20,14,7685.0
BC,10,20,15,7662.0
BC,10,20,16,7699.0
BC,10,20,17,7893.0
BC,10,20,18,8093.0
BC,10,20,19,8158.0
BC,10,20,20,8056.0
BC,10,20,21,7788.0
BC,10,20,22,7447.0
BC,10,20,23,6964.0
BC,10,20,24,6538.0
BC,10,21,1,6234.0
BC,10,21,2,6086.0
BC,10,21,3,6012.0
BC,10,21,4,5965.0
BC,10,21,5,6048.0
BC,10,21,6,6420.0
BC,10,21,7,7173.0
BC,10,21,8,7917.0
BC,10,21,9,8092.0
BC,10,21,10,8102.0
BC,10,21,11,8136.0
BC,10,21,12,8136.0
BC,10,21,13,8080.0
BC,10,21,14,8011.0
BC,10,21,15,7965.0
BC,10,21,16,7991.0
BC,10,21,17,8110.0
BC,10,21,18,8393.0
BC,10,21,19,8501.0
BC,10,21,20,8319.0
BC,10,21,21,8096.0
BC,10,21,22,7723.0
BC,10,21,23,7139.0
BC,10,21,24,6627.0
BC,10,22,1,6264.0
BC,10,22,2,6078.0
BC,10,22,3,5996.0
BC,10,22,4,5968.0
BC,10,22,5,6030.0
BC,10,22,6,6397.0
BC,10,22,7,7113.0
BC,10,22,8,7839.0
BC,10,22,9,7922.0
BC,10,22,10,7829.0
BC,10,22,11,7758.0
BC,10,22,12,7693.0
BC,10,22,13,7643.0
BC,10,22,14,7549.0
BC,10,22,15,7407.0
BC,10,22,16,7339.0
BC,10,22,17,7459.0
BC,10,22,18,7721.0
BC,10,22,19,8042.0
BC,10,22,20,7982.0
BC,10,22,21,7763.0
BC,10,22,22,7489.0
BC,10,22,23,6994.0
BC,10,22,24,6574.0
BC,10,23,1,6238.0
BC,10,23,2,6063.0
BC,10,23,3,6036.0
BC,10,23,4,6010.0
BC,10,23,5,6088.0
BC,10,23,6,6461.0
BC,10,23,7,7168.0
BC,10,23,8,7940.0
BC,10,23,9,7942.0
BC,10,23,10,7843.0
BC,10,23,11,7723.0
BC,10,23,12,7566.0
BC,10,23,13,7490.0
BC,10,23,14,7397.0
BC,10,23,15,7308.0
BC,10,23,16,7345.0
BC,10,23,17,7568.0
BC,10,23,18,7853.0
BC,10,23,19,8056.0
BC,10,23,20,7997.0
BC,10,23,21,7810.0
BC,10,23,22,7500.0
BC,10,23,23,7057.0
BC,10,23,24,6624.0
BC,10,24,1,6269.0
BC,10,24,2,6105.0
BC,10,24,3,6001.0
BC,10,24,4,5935.0
BC,10,24,5,5979.0
BC,10,24,6,6379.0
BC,10,24,7,7081.0
BC,10,24,8,7809.0
BC,10,24,9,7893.0
BC,10,24,10,7882.0
BC,10,24,11,7837.0
BC,10,24,12,7759.0
BC,10,24,13,7718.0
BC,10,24,14,7594.0
BC,10,24,15,7491.0
BC,10,24,16,7474.0
BC,10,24,17,7626.0
BC,10,24,18,7898.0
BC,10,24,19,8114.0
BC,10,24,20,7991.0
BC,10,24,21,7774.0
BC,10,24,22,7463.0
BC,10,24,23,7002.0
BC,10,24,24,6555.0
BC,10,25,1,6192.0
BC,10,25,2,6013.0
BC,10,25,3,5923.0
BC,10,25,4,5901.0
BC,10,25,5,5954.0
BC,10,25,6,6242.0
BC,10,25,7,6801.0
BC,10,25,8,7439.0
BC,10,25,9,7709.0
BC,10,25,10,7788.0
BC,10,25,11,7756.0
BC,10,25,12,7524.0
BC,10,25,13,7479.0
BC,10,25,14,7388.0
BC,10,25,15,7330.0
BC,10,25,16,7271.0
BC,10,25,17,7334.0
BC,10,25,18,7501.0
BC,10,25,19,7721.0
BC,10,25,20,7660.0
BC,10,25,21,7526.0
BC,10,25,22,7236.0
BC,10,25,23,6937.0
BC,10,25,24,6559.0
BC,10,26,1,6222.0
BC,10,26,2,6069.0
BC,10,26,3,5964.0
BC,10,26,4,5953.0
BC,10,26,5,6015.0
BC,10,26,6,6192.0
BC,10,26,7,6504.0
BC,10,26,8,7011.0
BC,10,26,9,7359.0
BC,10,26,10,7511.0
BC,10,26,11,7506.0
BC,10,26,12,7372.0
BC,10,26,13,7264.0
BC,10,26,14,7068.0
BC,10,26,15,6928.0
BC,10,26,16,6873.0
BC,10,26,17,6985.0
BC,10,26,18,7290.0
BC,10,26,19,7579.0
BC,10,26,20,7507.0
BC,10,26,21,7366.0
BC,10,26,22,7138.0
BC,10,26,23,6855.0
BC,10,26,24,6590.0
BC,10,27,1,6403.0
BC,10,27,2,6334.0
BC,10,27,3,6216.0
BC,10,27,4,6205.0
BC,10,27,5,6310.0
BC,10,27,6,6460.0
BC,10,27,7,6762.0
BC,10,27,8,7217.0
BC,10,27,9,7569.0
BC,10,27,10,7789.0
BC,10,27,11,7730.0
BC,10,27,12,7608.0
BC,10,27,13,7496.0
BC,10,27,14,7379.0
BC,10,27,15,7149.0
BC,10,27,16,7211.0
BC,10,27,17,7398.0
BC,10,27,18,7787.0
BC,10,27,19,8088.0
BC,10,27,20,8056.0
BC,10,27,21,7952.0
BC,10,27,22,7665.0
BC,10,27,23,7230.0
BC,10,27,24,6863.0
BC,10,28,1,6631.0
BC,10,28,2,6492.0
BC,10,28,3,6475.0
BC,10,28,4,6485.0
BC,10,28,5,6600.0
BC,10,28,6,6969.0
BC,10,28,7,7674.0
BC,10,28,8,8509.0
BC,10,28,9,8589.0
BC,10,28,10,8470.0
BC,10,28,11,8368.0
BC,10,28,12,8271.0
BC,10,28,13,8138.0
BC,10,28,14,8019.0
BC,10,28,15,7886.0
BC,10,28,16,7830.0
BC,10,28,17,8002.0
BC,10,28,18,8340.0
BC,10,28,19,8633.0
BC,10,28,20,8516.0
BC,10,28,21,8338.0
BC,10,28,22,7974.0
BC,10,28,23,7505.0
BC,10,28,24,7045.0
BC,10,29,1,6725.0
BC,10,29,2,6563.0
BC,10,29,3,6540.0
BC,10,29,4,6531.0
BC,10,29,5,6680.0
BC,10,29,6,7100.0
BC,10,29,7,7861.0
BC,10,29,8,8669.0
BC,10,29,9,8771.0
BC,10,29,10,8656.0
BC,10,29,11,8495.0
BC,10,29,12,8341.0
BC,10,29,13,8209.0
BC,10,29,14,8080.0
BC,10,29,15,7939.0
BC,10,29,16,7914.0
BC,10,29,17,8085.0
BC,10,29,18,8419.0
BC,10,29,19,8724.0
BC,10,29,20,8656.0
BC,10,29,21,8476.0
BC,10,29,22,8158.0
BC,10,29,23,7696.0
BC,10,29,24,7259.0
BC,10,30,1,6961.0
BC,10,30,2,6868.0
BC,10,30,3,6846.0
BC,10,30,4,6881.0
BC,10,30,5,7017.0
BC,10,30,6,7429.0
BC,10,30,7,8209.0
BC,10,30,8,9024.0
BC,10,30,9,9069.0
BC,10,30,10,8858.0
BC,10,30,11,8613.0
BC,10,30,12,8458.0
BC,10,30,13,8292.0
BC,10,30,14,8158.0
BC,10,30,15,8014.0
BC,10,30,16,7959.0
BC,10,30,17,8086.0
BC,10,30,18,8416.0
BC,10,30,19,8729.0
BC,10,30,20,8676.0
BC,10,30,21,8483.0
BC,10,30,22,8200.0
BC,10,30,23,7710.0
BC,10,30,24,7266.0
BC,10,31,1,6909.0
BC,10,31,2,6711.0
BC,10,31,3,6612.0
BC,10,31,4,6586.0
BC,10,31,5,6659.0
BC,10,31,6,7067.0
BC,10,31,7,7809.0
BC,10,31,8,8610.0
BC,10,31,9,8726.0
BC,10,31,10,8599.0
BC,10,31,11,8378.0
BC,10,31,12,8193.0
BC,10,31,13,8047.0
BC,10,31,14,7922.0
BC,10,31,15,7738.0
BC,10,31,16,7688.0
BC,10,31,17,7856.0
BC,10,31,18,8134.0
BC,10,31,19,8307.0
BC,10,31,20,8219.0
BC,10,31,21,8128.0
BC,10,31,22,7944.0
BC,10,31,23,7543.0
BC,10,31,24,7138.0
BC,11,1,1,6829.0
BC,11,1,2,6691.0
BC,11,1,3,6653.0
BC,11,1,4,6684.0
BC,11,1,5,6797.0
BC,11,1,6,7176.0
BC,11,1,7,7868.0
BC,11,1,8,8603.0
BC,11,1,9,8759.0
BC,11,1,10,8645.0
BC,11,1,11,8455.0
BC,11,1,12,8308.0
BC,11,1,13,8153.0
BC,11,1,14,8036.0
BC,11,1,15,7855.0
BC,11,1,16,7799.0
BC,11,1,17,7908.0
BC,11,1,18,8209.0
BC,11,1,19,8466.0
BC,11,1,20,8341.0
BC,11,1,21,8156.0
BC,11,1,22,7881.0
BC,11,1,23,7500.0
BC,11,1,24,7100.0
BC,11,2,1,6774.0
BC,11,2,2,6591.0
BC,11,2,3,6520.0
BC,11,2,4,6501.0
BC,11,2,5,6564.0
BC,11,2,6,6735.0
BC,11,2,7,7020.0
BC,11,2,8,7467.0
BC,11,2,9,7828.0
BC,11,2,10,8008.0
BC,11,2,11,7960.0
BC,11,2,12,7837.0
BC,11,2,13,7677.0
BC,11,2,14,7538.0
BC,11,2,15,7399.0
BC,11,2,16,7313.0
BC,11,2,17,7513.0
BC,11,2,18,7853.0
BC,11,2,19,8074.0
BC,11,2,20,7942.0
BC,11,2,21,7753.0
BC,11,2,22,7550.0
BC,11,2,23,7242.0
BC,11,2,24,6889.0
BC,11,3,1,6617.0
BC,11,3,2,6452.0
BC,11,3,3,6343.0
BC,11,3,4,6363.0
BC,11,3,5,6440.0
BC,11,3,6,6653.0
BC,11,3,7,6963.0
BC,11,3,8,7326.0
BC,11,3,9,7647.0
BC,11,3,10,7782.0
BC,11,3,11,7786.0
BC,11,3,12,7710.0
BC,11,3,13,7570.0
BC,11,3,14,7483.0
BC,11,3,15,7432.0
BC,11,3,16,7510.0
BC,11,3,17,7911.0
BC,11,3,18,8397.0
BC,11,3,19,8300.0
BC,11,3,20,8089.0
BC,11,3,21,7859.0
BC,11,3,22,7503.0
BC,11,3,23,7028.0
BC,11,3,24,6620.0
BC,11,4,1,6387.0
BC,11,4,2,6286.0
BC,11,4,3,6236.0
BC,11,4,4,6262.0
BC,11,4,5,6449.0
BC,11,4,6,6883.0
BC,11,4,7,7590.0
BC,11,4,8,8253.0
BC,11,4,9,8312.0
BC,11,4,10,8215.0
BC,11,4,11,8178.0
BC,11,4,12,8077.0
BC,11,4,13,7997.0
BC,11,4,14,7960.0
BC,11,4,15,7879.0
BC,11,4,16,7938.0
BC,11,4,17,8259.0
BC,11,4,18,8765.0
BC,11,4,19,8638.0
BC,11,4,20,8372.0
BC,11,4,21,8072.0
BC,11,4,22,7695.0
BC,11,4,23,7195.0
BC,11,4,24,6762.0
BC,11,5,1,6404.0
BC,11,5,2,6257.0
BC,11,5,3,6193.0
BC,11,5,4,6179.0
BC,11,5,5,6315.0
BC,11,5,6,6772.0
BC,11,5,7,7492.0
BC,11,5,8,8136.0
BC,11,5,9,8189.0
BC,11,5,10,8158.0
BC,11,5,11,8082.0
BC,11,5,12,8015.0
BC,11,5,13,7946.0
BC,11,5,14,7848.0
BC,11,5,15,7804.0
BC,11,5,16,7862.0
BC,11,5,17,8226.0
BC,11,5,18,8707.0
BC,11,5,19,8559.0
BC,11,5,20,8337.0
BC,11,5,21,8090.0
BC,11,5,22,7733.0
BC,11,5,23,7272.0
BC,11,5,24,6832.0
BC,11,6,1,6556.0
BC,11,6,2,6442.0
BC,11,6,3,6378.0
BC,11,6,4,6367.0
BC,11,6,5,6498.0
BC,11,6,6,6936.0
BC,11,6,7,7670.0
BC,11,6,8,8265.0
BC,11,6,9,8247.0
BC,11,6,10,8094.0
BC,11,6,11,7934.0
BC,11,6,12,7804.0
BC,11,6,13,7710.0
BC,11,6,14,7639.0
BC,11,6,15,7570.0
BC,11,6,16,7569.0
BC,11,6,17,8171.0
BC,11,6,18,8641.0
BC,11,6,19,8577.0
BC,11,6,20,8349.0
BC,11,6,21,8135.0
BC,11,6,22,7768.0
BC,11,6,23,7378.0
BC,11,6,24,6956.0
BC,11,7,1,6662.0
BC,11,7,2,6559.0
BC,11,7,3,6494.0
BC,11,7,4,6540.0
BC,11,7,5,6676.0
BC,11,7,6,7085.0
BC,11,7,7,7772.0
BC,11,7,8,8428.0
BC,11,7,9,8481.0
BC,11,7,10,8401.0
BC,11,7,11,8290.0
BC,11,7,12,8107.0
BC,11,7,13,7998.0
BC,11,7,14,7955.0
BC,11,7,15,7919.0
BC,11,7,16,7941.0
BC,11,7,17,8282.0
BC,11,7,18,8717.0
BC,11,7,19,8603.0
BC,11,7,20,8425.0
BC,11,7,21,8191.0
BC,11,7,22,7853.0
BC,11,7,23,7366.0
BC,11,7,24,6974.0
BC,11,8,1,6660.0
BC,11,8,2,6501.0
BC,11,8,3,6408.0
BC,11,8,4,6417.0
BC,11,8,5,6536.0
BC,11,8,6,6862.0
BC,11,8,7,7554.0
BC,11,8,8,8180.0
BC,11,8,9,8288.0
BC,11,8,10,8214.0
BC,11,8,11,8132.0
BC,11,8,12,8061.0
BC,11,8,13,7960.0
BC,11,8,14,7890.0
BC,11,8,15,8112.0
BC,11,8,16,8048.0
BC,11,8,17,8385.0
BC,11,8,18,8658.0
BC,11,8,19,8480.0
BC,11,8,20,8225.0
BC,11,8,21,7954.0
BC,11,8,22,7652.0
BC,11,8,23,7211.0
BC,11,8,24,6846.0
BC,11,9,1,6550.0
BC,11,9,2,6386.0
BC,11,9,3,6269.0
BC,11,9,4,6223.0
BC,11,9,5,6263.0
BC,11,9,6,6429.0
BC,11,9,7,6745.0
BC,11,9,8,7171.0
BC,11,9,9,7523.0
