REGION,FUEL,YEAR,VALUE
NAmerica,ELCUSANW01,2022,1.3411179595992129
NAmerica,ELCUSACA01,2022,1.3905934797604471
NAmerica,ELCUSAMN01,2022,1.220367933634798
NAmerica,ELCUSASW01,2022,1.3552485771227578
NAmerica,ELCUSACE01,2022,1.29954148388568
NAmerica,ELCUSATX01,2022,1.2764839065266644
NAmerica,ELCUSAMW01,2022,1.3308077590637812
NAmerica,ELCUSAAL01,2022,1.31073491204661
NAmerica,ELCUSAMA01,2022,1.3635875304783294
NAmerica,ELCUSASE01,2022,1.2691865299049243
NAmerica,ELCUSAFL01,2022,1.3083413243915316
NAmerica,ELCUSANY01,2022,1.3941302906681845
NAmerica,ELCUSANE01,2022,1.428407432584715
NAmerica,ELCUSANW01,2023,1.3411179595992129
NAmerica,ELCUSACA01,2023,1.3905934797604471
NAmerica,ELCUSAMN01,2023,1.220367933634798
NAmerica,ELCUSASW01,2023,1.3552485771227578
NAmerica,ELCUSACE01,2023,1.29954148388568
NAmerica,ELCUSATX01,2023,1.2764839065266644
NAmerica,ELCUSAMW01,2023,1.3308077590637812
NAmerica,ELCUSAAL01,2023,1.31073491204661
NAmerica,ELCUSAMA01,2023,1.3635875304783294
NAmerica,ELCUSASE01,2023,1.2691865299049243
NAmerica,ELCUSAFL01,2023,1.3083413243915316
NAmerica,ELCUSANY01,2023,1.3941302906681845
NAmerica,ELCUSANE01,2023,1.428407432584715
NAmerica,ELCUSANW01,2024,1.3411179595992129
NAmerica,ELCUSACA01,2024,1.3905934797604471
NAmerica,ELCUSAMN01,2024,1.220367933634798
NAmerica,ELCUSASW01,2024,1.3552485771227578
NAmerica,ELCUSACE01,2024,1.29954148388568
NAmerica,ELCUSATX01,2024,1.2764839065266644
NAmerica,ELCUSAMW01,2024,1.3308077590637812
NAmerica,ELCUSAAL01,2024,1.31073491204661
NAmerica,ELCUSAMA01,2024,1.3635875304783294
NAmerica,ELCUSASE01,2024,1.2691865299049243
NAmerica,ELCUSAFL01,2024,1.3083413243915316
NAmerica,ELCUSANY01,2024,1.3941302906681845
NAmerica,ELCUSANE01,2024,1.428407432584715
NAmerica,ELCUSANW01,2025,1.3411179595992129
NAmerica,ELCUSACA01,2025,1.3905934797604471
NAmerica,ELCUSAMN01,2025,1.220367933634798
NAmerica,ELCUSASW01,2025,1.3552485771227578
NAmerica,ELCUSACE01,2025,1.29954148388568
NAmerica,ELCUSATX01,2025,1.2764839065266644
NAmerica,ELCUSAMW01,2025,1.3308077590637812
NAmerica,ELCUSAAL01,2025,1.31073491204661
NAmerica,ELCUSAMA01,2025,1.3635875304783294
NAmerica,ELCUSASE01,2025,1.2691865299049243
NAmerica,ELCUSAFL01,2025,1.3083413243915316
NAmerica,ELCUSANY01,2025,1.3941302906681845
NAmerica,ELCUSANE01,2025,1.428407432584715
NAmerica,ELCUSANW01,2026,1.3411179595992129
NAmerica,ELCUSACA01,2026,1.3905934797604471
NAmerica,ELCUSAMN01,2026,1.220367933634798
NAmerica,ELCUSASW01,2026,1.3552485771227578
NAmerica,ELCUSACE01,2026,1.29954148388568
NAmerica,ELCUSATX01,2026,1.2764839065266644
NAmerica,ELCUSAMW01,2026,1.3308077590637812
NAmerica,ELCUSAAL01,2026,1.31073491204661
NAmerica,ELCUSAMA01,2026,1.3635875304783294
NAmerica,ELCUSASE01,2026,1.2691865299049243
NAmerica,ELCUSAFL01,2026,1.3083413243915316
NAmerica,ELCUSANY01,2026,1.3941302906681845
NAmerica,ELCUSANE01,2026,1.428407432584715
NAmerica,ELCUSANW01,2027,1.3411179595992129
NAmerica,ELCUSACA01,2027,1.3905934797604471
NAmerica,ELCUSAMN01,2027,1.220367933634798
NAmerica,ELCUSASW01,2027,1.3552485771227578
NAmerica,ELCUSACE01,2027,1.29954148388568
NAmerica,ELCUSATX01,2027,1.2764839065266644
NAmerica,ELCUSAMW01,2027,1.3308077590637812
NAmerica,ELCUSAAL01,2027,1.31073491204661
NAmerica,ELCUSAMA01,2027,1.3635875304783294
NAmerica,ELCUSASE01,2027,1.2691865299049243
NAmerica,ELCUSAFL01,2027,1.3083413243915316
NAmerica,ELCUSANY01,2027,1.3941302906681845
NAmerica,ELCUSANE01,2027,1.428407432584715
NAmerica,ELCUSANW01,2028,1.3411179595992129
NAmerica,ELCUSACA01,2028,1.3905934797604471
NAmerica,ELCUSAMN01,2028,1.220367933634798
NAmerica,ELCUSASW01,2028,1.3552485771227578
NAmerica,ELCUSACE01,2028,1.29954148388568
NAmerica,ELCUSATX01,2028,1.2764839065266644
NAmerica,ELCUSAMW01,2028,1.3308077590637812
NAmerica,ELCUSAAL01,2028,1.31073491204661
NAmerica,ELCUSAMA01,2028,1.3635875304783294
NAmerica,ELCUSASE01,2028,1.2691865299049243
NAmerica,ELCUSAFL01,2028,1.3083413243915316
NAmerica,ELCUSANY01,2028,1.3941302906681845
NAmerica,ELCUSANE01,2028,1.428407432584715
NAmerica,ELCUSANW01,2029,1.3411179595992129
NAmerica,ELCUSACA01,2029,1.3905934797604471
NAmerica,ELCUSAMN01,2029,1.220367933634798
NAmerica,ELCUSASW01,2029,1.3552485771227578
NAmerica,ELCUSACE01,2029,1.29954148388568
NAmerica,ELCUSATX01,2029,1.2764839065266644
NAmerica,ELCUSAMW01,2029,1.3308077590637812
NAmerica,ELCUSAAL01,2029,1.31073491204661
NAmerica,ELCUSAMA01,2029,1.3635875304783294
NAmerica,ELCUSASE01,2029,1.2691865299049243
NAmerica,ELCUSAFL01,2029,1.3083413243915316
NAmerica,ELCUSANY01,2029,1.3941302906681845
NAmerica,ELCUSANE01,2029,1.428407432584715
NAmerica,ELCUSANW01,2030,1.3411179595992129
NAmerica,ELCUSACA01,2030,1.3905934797604471
NAmerica,ELCUSAMN01,2030,1.220367933634798
NAmerica,ELCUSASW01,2030,1.3552485771227578
NAmerica,ELCUSACE01,2030,1.29954148388568
NAmerica,ELCUSATX01,2030,1.2764839065266644
NAmerica,ELCUSAMW01,2030,1.3308077590637812
NAmerica,ELCUSAAL01,2030,1.31073491204661
NAmerica,ELCUSAMA01,2030,1.3635875304783294
NAmerica,ELCUSASE01,2030,1.2691865299049243
NAmerica,ELCUSAFL01,2030,1.3083413243915316
NAmerica,ELCUSANY01,2030,1.3941302906681845
NAmerica,ELCUSANE01,2030,1.428407432584715
NAmerica,ELCUSANW01,2031,1.3411179595992129
NAmerica,ELCUSACA01,2031,1.3905934797604471
NAmerica,ELCUSAMN01,2031,1.220367933634798
NAmerica,ELCUSASW01,2031,1.3552485771227578
NAmerica,ELCUSACE01,2031,1.29954148388568
NAmerica,ELCUSATX01,2031,1.2764839065266644
NAmerica,ELCUSAMW01,2031,1.3308077590637812
NAmerica,ELCUSAAL01,2031,1.31073491204661
NAmerica,ELCUSAMA01,2031,1.3635875304783294
NAmerica,ELCUSASE01,2031,1.2691865299049243
NAmerica,ELCUSAFL01,2031,1.3083413243915316
NAmerica,ELCUSANY01,2031,1.3941302906681845
NAmerica,ELCUSANE01,2031,1.428407432584715
NAmerica,ELCUSANW01,2032,1.3411179595992129
NAmerica,ELCUSACA01,2032,1.3905934797604471
NAmerica,ELCUSAMN01,2032,1.220367933634798
NAmerica,ELCUSASW01,2032,1.3552485771227578
NAmerica,ELCUSACE01,2032,1.29954148388568
NAmerica,ELCUSATX01,2032,1.2764839065266644
NAmerica,ELCUSAMW01,2032,1.3308077590637812
NAmerica,ELCUSAAL01,2032,1.31073491204661
NAmerica,ELCUSAMA01,2032,1.3635875304783294
NAmerica,ELCUSASE01,2032,1.2691865299049243
NAmerica,ELCUSAFL01,2032,1.3083413243915316
NAmerica,ELCUSANY01,2032,1.3941302906681845
NAmerica,ELCUSANE01,2032,1.428407432584715
NAmerica,ELCUSANW01,2033,1.3411179595992129
NAmerica,ELCUSACA01,2033,1.3905934797604471
NAmerica,ELCUSAMN01,2033,1.220367933634798
NAmerica,ELCUSASW01,2033,1.3552485771227578
NAmerica,ELCUSACE01,2033,1.29954148388568
NAmerica,ELCUSATX01,2033,1.2764839065266644
NAmerica,ELCUSAMW01,2033,1.3308077590637812
NAmerica,ELCUSAAL01,2033,1.31073491204661
NAmerica,ELCUSAMA01,2033,1.3635875304783294
NAmerica,ELCUSASE01,2033,1.2691865299049243
NAmerica,ELCUSAFL01,2033,1.3083413243915316
NAmerica,ELCUSANY01,2033,1.3941302906681845
NAmerica,ELCUSANE01,2033,1.428407432584715
NAmerica,ELCUSANW01,2034,1.3411179595992129
NAmerica,ELCUSACA01,2034,1.3905934797604471
NAmerica,ELCUSAMN01,2034,1.220367933634798
NAmerica,ELCUSASW01,2034,1.3552485771227578
NAmerica,ELCUSACE01,2034,1.29954148388568
NAmerica,ELCUSATX01,2034,1.2764839065266644
NAmerica,ELCUSAMW01,2034,1.3308077590637812
NAmerica,ELCUSAAL01,2034,1.31073491204661
NAmerica,ELCUSAMA01,2034,1.3635875304783294
NAmerica,ELCUSASE01,2034,1.2691865299049243
NAmerica,ELCUSAFL01,2034,1.3083413243915316
NAmerica,ELCUSANY01,2034,1.3941302906681845
NAmerica,ELCUSANE01,2034,1.428407432584715
NAmerica,ELCUSANW01,2035,1.3411179595992129
NAmerica,ELCUSACA01,2035,1.3905934797604471
NAmerica,ELCUSAMN01,2035,1.220367933634798
NAmerica,ELCUSASW01,2035,1.3552485771227578
NAmerica,ELCUSACE01,2035,1.29954148388568
NAmerica,ELCUSATX01,2035,1.2764839065266644
NAmerica,ELCUSAMW01,2035,1.3308077590637812
NAmerica,ELCUSAAL01,2035,1.31073491204661
NAmerica,ELCUSAMA01,2035,1.3635875304783294
NAmerica,ELCUSASE01,2035,1.2691865299049243
NAmerica,ELCUSAFL01,2035,1.3083413243915316
NAmerica,ELCUSANY01,2035,1.3941302906681845
NAmerica,ELCUSANE01,2035,1.428407432584715
NAmerica,ELCUSANW01,2036,1.3411179595992129
NAmerica,ELCUSACA01,2036,1.3905934797604471
NAmerica,ELCUSAMN01,2036,1.220367933634798
NAmerica,ELCUSASW01,2036,1.3552485771227578
NAmerica,ELCUSACE01,2036,1.29954148388568
NAmerica,ELCUSATX01,2036,1.2764839065266644
NAmerica,ELCUSAMW01,2036,1.3308077590637812
NAmerica,ELCUSAAL01,2036,1.31073491204661
NAmerica,ELCUSAMA01,2036,1.3635875304783294
NAmerica,ELCUSASE01,2036,1.2691865299049243
NAmerica,ELCUSAFL01,2036,1.3083413243915316
NAmerica,ELCUSANY01,2036,1.3941302906681845
NAmerica,ELCUSANE01,2036,1.428407432584715
NAmerica,ELCUSANW01,2037,1.3411179595992129
NAmerica,ELCUSACA01,2037,1.3905934797604471
NAmerica,ELCUSAMN01,2037,1.220367933634798
NAmerica,ELCUSASW01,2037,1.3552485771227578
NAmerica,ELCUSACE01,2037,1.29954148388568
NAmerica,ELCUSATX01,2037,1.2764839065266644
NAmerica,ELCUSAMW01,2037,1.3308077590637812
NAmerica,ELCUSAAL01,2037,1.31073491204661
NAmerica,ELCUSAMA01,2037,1.3635875304783294
NAmerica,ELCUSASE01,2037,1.2691865299049243
NAmerica,ELCUSAFL01,2037,1.3083413243915316
NAmerica,ELCUSANY01,2037,1.3941302906681845
NAmerica,ELCUSANE01,2037,1.428407432584715
NAmerica,ELCUSANW01,2038,1.3411179595992129
NAmerica,ELCUSACA01,2038,1.3905934797604471
NAmerica,ELCUSAMN01,2038,1.220367933634798
NAmerica,ELCUSASW01,2038,1.3552485771227578
NAmerica,ELCUSACE01,2038,1.29954148388568
NAmerica,ELCUSATX01,2038,1.2764839065266644
NAmerica,ELCUSAMW01,2038,1.3308077590637812
NAmerica,ELCUSAAL01,2038,1.31073491204661
NAmerica,ELCUSAMA01,2038,1.3635875304783294
NAmerica,ELCUSASE01,2038,1.2691865299049243
NAmerica,ELCUSAFL01,2038,1.3083413243915316
NAmerica,ELCUSANY01,2038,1.3941302906681845
NAmerica,ELCUSANE01,2038,1.428407432584715
NAmerica,ELCUSANW01,2039,1.3411179595992129
NAmerica,ELCUSACA01,2039,1.3905934797604471
NAmerica,ELCUSAMN01,2039,1.220367933634798
NAmerica,ELCUSASW01,2039,1.3552485771227578
NAmerica,ELCUSACE01,2039,1.29954148388568
NAmerica,ELCUSATX01,2039,1.2764839065266644
NAmerica,ELCUSAMW01,2039,1.3308077590637812
NAmerica,ELCUSAAL01,2039,1.31073491204661
NAmerica,ELCUSAMA01,2039,1.3635875304783294
NAmerica,ELCUSASE01,2039,1.2691865299049243
NAmerica,ELCUSAFL01,2039,1.3083413243915316
NAmerica,ELCUSANY01,2039,1.3941302906681845
NAmerica,ELCUSANE01,2039,1.428407432584715
NAmerica,ELCUSANW01,2040,1.3411179595992129
NAmerica,ELCUSACA01,2040,1.3905934797604471
NAmerica,ELCUSAMN01,2040,1.220367933634798
NAmerica,ELCUSASW01,2040,1.3552485771227578
NAmerica,ELCUSACE01,2040,1.29954148388568
NAmerica,ELCUSATX01,2040,1.2764839065266644
NAmerica,ELCUSAMW01,2040,1.3308077590637812
NAmerica,ELCUSAAL01,2040,1.31073491204661
NAmerica,ELCUSAMA01,2040,1.3635875304783294
NAmerica,ELCUSASE01,2040,1.2691865299049243
NAmerica,ELCUSAFL01,2040,1.3083413243915316
NAmerica,ELCUSANY01,2040,1.3941302906681845
NAmerica,ELCUSANE01,2040,1.428407432584715
NAmerica,ELCUSANW01,2041,1.3411179595992129
NAmerica,ELCUSACA01,2041,1.3905934797604471
NAmerica,ELCUSAMN01,2041,1.220367933634798
NAmerica,ELCUSASW01,2041,1.3552485771227578
NAmerica,ELCUSACE01,2041,1.29954148388568
NAmerica,ELCUSATX01,2041,1.2764839065266644
NAmerica,ELCUSAMW01,2041,1.3308077590637812
NAmerica,ELCUSAAL01,2041,1.31073491204661
NAmerica,ELCUSAMA01,2041,1.3635875304783294
NAmerica,ELCUSASE01,2041,1.2691865299049243
NAmerica,ELCUSAFL01,2041,1.3083413243915316
NAmerica,ELCUSANY01,2041,1.3941302906681845
NAmerica,ELCUSANE01,2041,1.428407432584715
NAmerica,ELCUSANW01,2042,1.3411179595992129
NAmerica,ELCUSACA01,2042,1.3905934797604471
NAmerica,ELCUSAMN01,2042,1.220367933634798
NAmerica,ELCUSASW01,2042,1.3552485771227578
NAmerica,ELCUSACE01,2042,1.29954148388568
NAmerica,ELCUSATX01,2042,1.2764839065266644
NAmerica,ELCUSAMW01,2042,1.3308077590637812
NAmerica,ELCUSAAL01,2042,1.31073491204661
NAmerica,ELCUSAMA01,2042,1.3635875304783294
NAmerica,ELCUSASE01,2042,1.2691865299049243
NAmerica,ELCUSAFL01,2042,1.3083413243915316
NAmerica,ELCUSANY01,2042,1.3941302906681845
NAmerica,ELCUSANE01,2042,1.428407432584715
NAmerica,ELCUSANW01,2043,1.3411179595992129
NAmerica,ELCUSACA01,2043,1.3905934797604471
NAmerica,ELCUSAMN01,2043,1.220367933634798
NAmerica,ELCUSASW01,2043,1.3552485771227578
NAmerica,ELCUSACE01,2043,1.29954148388568
NAmerica,ELCUSATX01,2043,1.2764839065266644
NAmerica,ELCUSAMW01,2043,1.3308077590637812
NAmerica,ELCUSAAL01,2043,1.31073491204661
NAmerica,ELCUSAMA01,2043,1.3635875304783294
NAmerica,ELCUSASE01,2043,1.2691865299049243
NAmerica,ELCUSAFL01,2043,1.3083413243915316
NAmerica,ELCUSANY01,2043,1.3941302906681845
NAmerica,ELCUSANE01,2043,1.428407432584715
NAmerica,ELCUSANW01,2044,1.3411179595992129
NAmerica,ELCUSACA01,2044,1.3905934797604471
NAmerica,ELCUSAMN01,2044,1.220367933634798
NAmerica,ELCUSASW01,2044,1.3552485771227578
NAmerica,ELCUSACE01,2044,1.29954148388568
NAmerica,ELCUSATX01,2044,1.2764839065266644
NAmerica,ELCUSAMW01,2044,1.3308077590637812
NAmerica,ELCUSAAL01,2044,1.31073491204661
NAmerica,ELCUSAMA01,2044,1.3635875304783294
NAmerica,ELCUSASE01,2044,1.2691865299049243
NAmerica,ELCUSAFL01,2044,1.3083413243915316
NAmerica,ELCUSANY01,2044,1.3941302906681845
NAmerica,ELCUSANE01,2044,1.428407432584715
NAmerica,ELCUSANW01,2045,1.3411179595992129
NAmerica,ELCUSACA01,2045,1.3905934797604471
NAmerica,ELCUSAMN01,2045,1.220367933634798
NAmerica,ELCUSASW01,2045,1.3552485771227578
NAmerica,ELCUSACE01,2045,1.29954148388568
NAmerica,ELCUSATX01,2045,1.2764839065266644
NAmerica,ELCUSAMW01,2045,1.3308077590637812
NAmerica,ELCUSAAL01,2045,1.31073491204661
NAmerica,ELCUSAMA01,2045,1.3635875304783294
NAmerica,ELCUSASE01,2045,1.2691865299049243
NAmerica,ELCUSAFL01,2045,1.3083413243915316
NAmerica,ELCUSANY01,2045,1.3941302906681845
NAmerica,ELCUSANE01,2045,1.428407432584715
NAmerica,ELCUSANW01,2046,1.3411179595992129
NAmerica,ELCUSACA01,2046,1.3905934797604471
NAmerica,ELCUSAMN01,2046,1.220367933634798
NAmerica,ELCUSASW01,2046,1.3552485771227578
NAmerica,ELCUSACE01,2046,1.29954148388568
NAmerica,ELCUSATX01,2046,1.2764839065266644
NAmerica,ELCUSAMW01,2046,1.3308077590637812
NAmerica,ELCUSAAL01,2046,1.31073491204661
NAmerica,ELCUSAMA01,2046,1.3635875304783294
NAmerica,ELCUSASE01,2046,1.2691865299049243
NAmerica,ELCUSAFL01,2046,1.3083413243915316
NAmerica,ELCUSANY01,2046,1.3941302906681845
NAmerica,ELCUSANE01,2046,1.428407432584715
NAmerica,ELCUSANW01,2047,1.3411179595992129
NAmerica,ELCUSACA01,2047,1.3905934797604471
NAmerica,ELCUSAMN01,2047,1.220367933634798
NAmerica,ELCUSASW01,2047,1.3552485771227578
NAmerica,ELCUSACE01,2047,1.29954148388568
NAmerica,ELCUSATX01,2047,1.2764839065266644
NAmerica,ELCUSAMW01,2047,1.3308077590637812
NAmerica,ELCUSAAL01,2047,1.31073491204661
NAmerica,ELCUSAMA01,2047,1.3635875304783294
NAmerica,ELCUSASE01,2047,1.2691865299049243
NAmerica,ELCUSAFL01,2047,1.3083413243915316
NAmerica,ELCUSANY01,2047,1.3941302906681845
NAmerica,ELCUSANE01,2047,1.428407432584715
NAmerica,ELCUSANW01,2048,1.3411179595992129
NAmerica,ELCUSACA01,2048,1.3905934797604471
NAmerica,ELCUSAMN01,2048,1.220367933634798
NAmerica,ELCUSASW01,2048,1.3552485771227578
NAmerica,ELCUSACE01,2048,1.29954148388568
NAmerica,ELCUSATX01,2048,1.2764839065266644
NAmerica,ELCUSAMW01,2048,1.3308077590637812
NAmerica,ELCUSAAL01,2048,1.31073491204661
