REGION,TECHNOLOGY,YEAR,VALUE
CanW,CL,2019,4698.471830182826
CanW,CLCCS,2019,5279.293123836662
CanW,HYD,2019,4213.445930962448
CanW,NGCC,2019,1077.1341699997547
CanW,NGCT,2019,978.2840999026108
CanW,WN,2019,1532.52612541861
CanW,PV,2019,1405.258714724106
CanW,NUC,2019,7148.971053592184
CanW,BIO,2019,4335.184130398848
CanW,CL,2020,4656.637793380579
CanW,CLCCS,2020,5259.4907190934655
CanW,HYD,2020,4213.445930962448
CanW,NGCC,2020,1065.9406009603065
CanW,NGCT,2020,973.6057385031216
CanW,WN,2020,1508.4280344455412
CanW,PV,2020,1353.5428568822824
CanW,NUC,2020,7112.28704322621
CanW,BIO,2020,4322.28836935181
CanW,CL,2021,4614.8037565783325
CanW,CLCCS,2021,5239.688314350268
CanW,HYD,2021,4213.445930962448
CanW,NGCC,2021,1054.7470319208578
CanW,NGCT,2021,968.9273771036324
CanW,WN,2021,1483.5894086664955
CanW,PV,2021,1301.826999040459
CanW,NUC,2021,7075.603032860236
CanW,BIO,2021,4309.392608304772
CanW,CL,2022,4572.969719776085
CanW,CLCCS,2022,5219.885909607072
CanW,HYD,2022,4213.445930962448
CanW,NGCC,2022,1043.5534628814094
CanW,NGCT,2022,964.2490157041436
CanW,WN,2022,1458.0102480814714
CanW,PV,2022,1250.111141198635
CanW,NUC,2022,7038.919022494261
CanW,BIO,2022,4296.496847257734
CanW,CL,2023,4492.338842127087
CanW,CLCCS,2023,5200.083504863876
CanW,HYD,2023,4213.445930962448
CanW,NGCC,2023,1032.359893841961
CanW,NGCT,2023,953.1682835959524
CanW,WN,2023,1431.6905526904698
CanW,PV,2023,1198.395283356812
CanW,NUC,2023,7002.235012128286
CanW,BIO,2023,4283.601086210695
CanW,CL,2024,4450.50480532484
CanW,CLCCS,2024,5180.281100120679
CanW,HYD,2024,4213.445930962448
CanW,NGCC,2024,1018.1696417346128
CanW,NGCT,2024,936.0356065825712
CanW,WN,2024,1404.630322493491
CanW,PV,2024,1146.6794255149882
CanW,NUC,2024,6965.551001762312
CanW,BIO,2024,4270.705325163658
CanW,CL,2025,4425.919733817439
CanW,CLCCS,2025,5147.214633898107
CanW,HYD,2025,4213.445930962448
CanW,NGCC,2025,1008.0019363728215
CanW,NGCT,2025,924.722930808068
CanW,WN,2025,1376.8295574905333
CanW,PV,2025,1094.9635676731648
CanW,NUC,2025,6928.866991396338
CanW,BIO,2025,4246.878278855832
CanW,CL,2026,4401.1503622317005
CanW,CLCCS,2026,5124.60409982222
CanW,HYD,2026,4213.445930962448
CanW,NGCC,2026,1001.987541027846
CanW,NGCT,2026,917.8986180212426
CanW,WN,2026,1348.2882576815996
CanW,PV,2026,1043.2477098313411
CanW,NUC,2026,6892.1829810303625
CanW,BIO,2026,4231.679044243077
CanW,CL,2027,4375.602730419401
CanW,CLCCS,2027,5098.850985197858
CanW,HYD,2027,4213.445930962448
CanW,NGCC,2027,995.3772256082576
CanW,NGCT,2027,910.5327480840062
CanW,WN,2027,1319.0064230666874
CanW,PV,2027,991.5318519895176
CanW,NUC,2027,6851.258959808095
CanW,BIO,2027,4213.890953501409
CanW,CL,2028,4353.769572343021
CanW,CLCCS,2028,5075.555405615633
CanW,HYD,2028,4213.445930962448
CanW,NGCC,2028,990.958048549595
CanW,NGCT,2028,905.7257570940662
CanW,WN,2028,1288.984053645797
CanW,PV,2028,939.815994147694
CanW,NUC,2028,6813.627802942046
CanW,BIO,2028,4198.139868359169
CanW,CL,2029,4323.063292951591
CanW,CLCCS,2029,5050.896738315338
CanW,HYD,2029,4213.445930962448
CanW,NGCC,2029,987.7374480919304
CanW,NGCT,2029,902.4892852620716
CanW,WN,2029,1258.22114941893
CanW,PV,2029,888.1001363058704
CanW,NUC,2029,6774.153953253934
CanW,BIO,2029,4181.269285968838
CanW,CL,2030,4303.598994871728
CanW,CLCCS,2030,5021.111386997278
CanW,HYD,2030,4213.445930962448
CanW,NGCC,2030,983.235176817214
CanW,NGCT,2030,897.9904103336505
CanW,WN,2030,1226.7177103860852
CanW,PV,2030,836.384278464047
CanW,NUC,2030,6727.799801134517
CanW,BIO,2030,4160.157166202534
CanW,CL,2031,4285.281835498138
CanW,CLCCS,2031,4992.632519250583
CanW,HYD,2031,4213.445930962448
CanW,NGCC,2031,979.31965541139
CanW,NGCT,2031,894.1351136733558
CanW,WN,2031,1214.817482771531
CanW,PV,2031,828.954628973797
CanW,NUC,2031,6683.196044008744
CanW,BIO,2031,4140.127169527422
CanW,CL,2032,4262.032488359176
CanW,CLCCS,2032,4962.4809467040095
CanW,HYD,2032,4213.445930962448
CanW,NGCC,2032,975.1004685614646
CanW,NGCT,2032,890.0108879475131
CanW,WN,2032,1202.8722271857096
CanW,PV,2032,821.5249794835469
CanW,NUC,2032,6636.354205000381
CanW,BIO,2032,4118.709225292859
CanW,CL,2033,4242.836825716417
CanW,CLCCS,2033,4931.583275440081
CanW,HYD,2033,4213.445930962448
CanW,NGCC,2033,970.3719652346718
CanW,NGCT,2033,885.3037237808913
CanW,WN,2033,1190.88194362862
CanW,PV,2033,814.0953299932968
CanW,NUC,2033,6588.518302741872
CanW,BIO,2033,4096.670563466929
CanW,CL,2034,4225.314859270078
CanW,CLCCS,2034,4905.996361207918
CanW,HYD,2034,4213.445930962448
CanW,NGCC,2034,966.9721654136492
CanW,NGCT,2034,881.9012196216983
CanW,WN,2034,1178.8466321002622
CanW,PV,2034,806.6656805030467
CanW,NUC,2034,6547.775053991485
CanW,BIO,2034,4079.044273932607
CanW,CL,2035,4204.571855740534
CanW,CLCCS,2035,4878.98021198265
CanW,HYD,2035,4213.445930962448
CanW,NGCC,2035,964.2643160018084
CanW,NGCT,2035,879.4478402080905
CanW,WN,2035,1166.7662926006371
CanW,PV,2035,799.2360310127966
CanW,NUC,2035,6505.116814758651
CanW,BIO,2035,4060.234314011942
CanW,CL,2036,4184.371845694534
CanW,CLCCS,2036,4845.183948304856
CanW,HYD,2036,4213.445930962448
CanW,NGCC,2036,960.5047451657888
CanW,NGCT,2036,876.1299961525137
CanW,WN,2036,1154.6409251297437
CanW,PV,2036,791.8063815225465
CanW,NUC,2036,6453.422787469082
CanW,BIO,2036,4035.7794151765656
CanW,CL,2037,4165.798924455009
CanW,CLCCS,2037,4818.472661625101
CanW,HYD,2037,4213.445930962448
CanW,NGCC,2037,958.1482100055958
CanW,NGCT,2037,874.0919438779207
CanW,WN,2037,1142.4705296875816
CanW,PV,2037,784.3767320322964
CanW,NUC,2037,6411.16930743789
CanW,BIO,2037,4017.224521487519
CanW,CL,2038,4152.022075157978
CanW,CLCCS,2038,4789.928005070116
CanW,HYD,2038,4213.445930962448
CanW,NGCC,2038,955.4289207748984
CanW,NGCT,2038,871.7230858367896
CanW,WN,2038,1130.2551062741527
CanW,PV,2038,776.9470825420464
CanW,NUC,2038,6366.471755369568
CanW,BIO,2038,3997.143285396572
CanW,CL,2039,4136.0312119601085
CanW,CLCCS,2039,4757.660816029407
CanW,HYD,2039,4213.445930962448
CanW,NGCC,2039,951.9653304047577
CanW,NGCT,2039,868.674988006611
CanW,WN,2039,1117.9946548894548
CanW,PV,2039,769.5174330517963
CanW,NUC,2039,6316.829929330567
CanW,BIO,2039,3973.9530615336334
CanW,CL,2040,4120.563955215485
CanW,CLCCS,2040,4724.4996957602425
CanW,HYD,2040,4213.445930962448
CanW,NGCC,2040,948.3182869326826
CanW,NGCT,2040,865.4594252509079
CanW,WN,2040,1105.6891755334898
CanW,PV,2040,762.0877835615462
CanW,NUC,2040,6266.012270506766
CanW,BIO,2040,3950.01049599087
CanW,CL,2041,4109.340030785615
CanW,CLCCS,2041,4699.610823603646
CanW,HYD,2041,4213.445930962448
CanW,NGCC,2041,946.331657207878
CanW,NGCT,2041,863.7591085908504
CanW,WN,2041,1093.3386682062571
CanW,PV,2041,754.658134071296
CanW,NUC,2041,6226.165914934701
CanW,BIO,2041,3932.9842881847553
CanW,CL,2042,4088.851743916076
CanW,CLCCS,2042,4668.2511565896975
CanW,HYD,2042,4213.445930962448
CanW,NGCC,2042,943.0431610729664
CanW,NGCT,2042,860.8705451023081
CanW,WN,2042,1080.9431329077563
CanW,PV,2042,747.2284845810459
CanW,NUC,2042,6177.743968136479
CanW,BIO,2042,3910.544171346143
CanW,CL,2043,4079.755238359052
CanW,CLCCS,2043,4640.104278191358
CanW,HYD,2043,4213.445930962448
CanW,NGCC,2043,940.402818161522
CanW,NGCT,2043,858.5736987498202
CanW,WN,2043,1068.5025696379869
CanW,PV,2043,739.7988350907958
CanW,NUC,2043,6133.575949393676
CanW,BIO,2043,3890.7942313281296
CanW,CL,2044,4060.153754291312
CanW,CLCCS,2044,4611.734415425065
CanW,HYD,2044,4213.445930962448
CanW,NGCC,2044,937.7181261741888
CanW,NGCT,2044,856.2363490292942
CanW,WN,2044,1056.01697839695
CanW,PV,2044,732.3691856005457
CanW,NUC,2044,6089.110473236556
CanW,BIO,2044,3870.857964012616
CanW,CL,2045,4050.146720469266
CanW,CLCCS,2045,4585.941115315607
CanW,HYD,2045,4213.445930962448
CanW,NGCC,2045,935.560218757396
CanW,NGCT,2045,854.380081170455
CanW,WN,2045,1043.486359184645
CanW,PV,2045,724.9395361102956
CanW,NUC,2045,6048.04207505289
CanW,BIO,2045,3853.088746057299
CanW,CL,2046,4032.140497115786
CanW,CLCCS,2046,4551.790302766238
CanW,HYD,2046,4213.445930962448
CanW,NGCC,2046,931.6959972102916
CanW,NGCT,2046,850.9655211164568
CanW,WN,2046,1030.9107120010724
CanW,PV,2046,717.5098866200456
CanW,NUC,2046,5995.95406657903
CanW,BIO,2046,3828.2956139183625
CanW,CL,2047,4017.893814536654
CanW,CLCCS,2047,4523.665437158996
CanW,HYD,2047,4213.445930962448
CanW,NGCC,2047,929.0622075855184
CanW,NGCT,2047,848.6747105529843
CanW,WN,2047,1018.290036846232
CanW,PV,2047,710.0802371297955
CanW,NUC,2047,5951.810213116177
CanW,BIO,2047,3808.5670682924215
CanW,CL,2048,4003.581560632464
CanW,CLCCS,2048,4495.347825500382
CanW,HYD,2048,4213.445930962448
CanW,NGCC,2048,926.3899458659891
CanW,NGCT,2048,846.3488642146792
